,price,z,position
2000-08-30,4.804999828338623,,0
2000-08-31,4.78000020980835,,0
2000-09-01,4.835000038146973,,0
2000-09-05,4.960000038146973,,0
2000-09-06,5.065000057220459,,0
2000-09-07,4.998000144958496,,0
2000-09-08,4.880000114440918,,0
2000-09-11,5.014999866485596,,0
2000-09-12,5.005000114440918,,0
2000-09-13,5.054999828338623,,0
2000-09-14,5.195000171661377,,0
2000-09-15,5.204999923706055,,0
2000-09-18,5.295000076293945,,0
2000-09-19,5.369999885559082,,0
2000-09-20,5.320000171661377,,0
2000-09-21,5.2870001792907715,,0
2000-09-22,5.13100004196167,,0
2000-09-25,5.276000022888184,,0
2000-09-26,5.360000133514404,,0
2000-09-27,5.329999923706055,,0
2000-09-28,5.139999866485596,,0
2000-09-29,5.199999809265137,,0
2000-10-02,5.3520002365112305,,0
2000-10-03,5.3480000495910645,,0
2000-10-04,5.289999961853027,,0
2000-10-05,5.1519999504089355,,0
2000-10-06,5.0,,0
2000-10-09,5.150000095367432,,0
2000-10-10,5.133999824523926,,0
2000-10-11,5.585000038146973,,0
2000-10-12,5.625,,0
2000-10-13,5.534999847412109,,0
2000-10-16,5.355000019073486,,0
2000-10-17,5.460000038146973,,0
2000-10-18,5.210000038146973,,0
2000-10-19,4.960000038146973,,0
2000-10-20,4.936999797821045,,0
2000-10-23,5.072000026702881,,0
