credit,rate,target,tau_past,tau_future,q,n_joint,cpe,lift,n_episodes,episode_hit_rate,episode_years,reliable_n>=3
HYG,TLT,DIA,126,63,0.2,222,0.6837209302325581,1.3676422476076229,5,0.2,"[[2013], [2015], [2018], [2022, 2023], [2025]]",True
HYG,TLT,DIA,126,126,0.05,43,0.6190476190476191,1.2382784424808693,1,0.0,[[2022]],False
HYG,TLT,DIA,126,126,0.1,100,0.6020408163265306,1.204259803951175,1,0.0,[[2022]],False
HYG,TLT,DIA,126,126,0.2,222,0.6064814814814815,1.2131424484561508,5,0.0,"[[2013], [2015], [2018], [2022, 2023], [2025]]",True
HYG,TLT,DIA,126,252,0.05,43,0.7804878048780488,1.5612106256563922,1,0.0,[[2022]],False
HYG,TLT,DIA,126,252,0.1,100,0.7872340425531915,1.5747051323941137,1,0.0,[[2022]],False
HYG,TLT,DIA,126,252,0.2,222,0.7793427230046949,1.5589201171093612,5,0.2,"[[2013], [2015], [2018], [2022, 2023], [2025]]",True
HYG,TLT,DIA,252,21,0.05,44,0.32558139534883723,0.6512576847213843,1,0.0,[[2022]],False
HYG,TLT,DIA,252,21,0.1,150,0.5103448275862069,1.0208384003859334,1,0.0,[[2022]],False
HYG,TLT,DIA,252,21,0.2,252,0.569672131147541,1.1395102990572934,2,0.5,"[[2015], [2022, 2023]]",False
HYG,TLT,DIA,252,63,0.05,44,0.27906976744186046,0.5582213255541318,1,0.0,[[2022]],False
HYG,TLT,DIA,252,63,0.1,150,0.6068965517241379,1.2139709746533534,1,1.0,[[2022]],False
HYG,TLT,DIA,252,63,0.2,252,0.6625514403292181,1.3252970633783452,2,0.5,"[[2015], [2022, 2023]]",False
HYG,TLT,DIA,252,126,0.05,44,0.11363636363636363,0.2273063574484113,1,0.0,[[2022]],False
HYG,TLT,DIA,252,126,0.1,150,0.5416666666666666,1.0834936371707604,1,1.0,[[2022]],False
HYG,TLT,DIA,252,126,0.2,252,0.6859504132231405,1.3721038304158648,2,0.5,"[[2015], [2022, 2023]]",False
HYG,TLT,DIA,252,252,0.05,44,0.5714285714285714,1.1430292080698585,1,0.0,[[2022]],False
HYG,TLT,DIA,252,252,0.1,150,0.7816901408450704,1.5636156596307746,1,1.0,[[2022]],False
HYG,TLT,DIA,252,252,0.2,252,0.7833333333333333,1.5669025393957643,2,0.5,"[[2015], [2022, 2023]]",False
HYG,TLH,SPY,21,21,0.05,28,0.5925925925925926,1.1853313960395133,7,0.42857142857142855,"[[2008], [2009], [2013], [2016], [2022], [2022], [2023]]",True
HYG,TLH,SPY,21,21,0.1,103,0.6534653465346535,1.307091923107929,11,0.36363636363636365,"[[2008], [2008], [2009], [2013], [2016], [2022], [2022], [2022, 2023], [2023], [2024], [2025]]",True
HYG,TLH,SPY,21,21,0.2,318,0.5512820512820513,1.102700120834836,28,0.39285714285714285,"[[2007], [2008], [2008], [2008], [2009], [2010], [2012], [2013], [2014], [2015], [2015], [2016], [2016], [2017], [2018], [2020], [2021], [2021], [2022], [2022], [2022, 2023], [2023], [2024], [2024], [2024], [2025], [2025], [2026]]",True
HYG,TLH,SPY,21,63,0.05,28,0.39285714285714285,0.785811672214746,7,0.2857142857142857,"[[2008], [2009], [2013], [2016], [2022], [2022], [2023]]",True
HYG,TLH,SPY,21,63,0.1,103,0.49504950495049505,0.9902217291634964,9,0.2222222222222222,"[[2008], [2008], [2009], [2013], [2022], [2022], [2022, 2023], [2023], [2025]]",True
HYG,TLH,SPY,21,63,0.2,318,0.48026315789473684,0.9606453696213761,26,0.46153846153846156,"[[2007], [2008], [2008], [2008], [2009], [2010], [2012], [2013], [2014], [2015], [2015], [2016], [2016], [2017], [2018], [2020], [2021], [2021], [2022], [2022], [2022, 2023], [2024], [2024], [2024], [2025], [2026]]",True
HYG,TLH,SPY,21,126,0.05,28,0.5555555555555556,1.1111111111111112,7,0.2857142857142857,"[[2008], [2009], [2013], [2016], [2022], [2022], [2023]]",True
HYG,TLH,SPY,21,126,0.1,103,0.45918367346938777,0.9183673469387755,10,0.3,"[[2008], [2008], [2009], [2013], [2016], [2022], [2022], [2023], [2024], [2025]]",True
HYG,TLH,SPY,21,126,0.2,318,0.5119453924914675,1.023890784982935,27,0.5185185185185185,"[[2007], [2008], [2008], [2008], [2009], [2010], [2012], [2013], [2014], [2015], [2015], [2016], [2016], [2017], [2018], [2020], [2021], [2021], [2022], [2022], [2022, 2023], [2023], [2024], [2024], [2024], [2025], [2025]]",True
HYG,TLH,SPY,21,252,0.05,28,0.4230769230769231,0.8461538461538461,6,0.5,"[[2008], [2009], [2013], [2016], [2022], [2023]]",True
HYG,TLH,SPY,21,252,0.1,103,0.4387755102040816,0.8775510204081632,10,0.3,"[[2008], [2008], [2009], [2013], [2016], [2022], [2022], [2022, 2023], [2023], [2025]]",True
HYG,TLH,SPY,21,252,0.2,318,0.5120274914089347,1.0240549828178693,25,0.52,"[[2007], [2008], [2008], [2008], [2010], [2012], [2013], [2014], [2015], [2015], [2016], [2016], [2017], [2018], [2020], [2021], [2021], [2022], [2022], [2022, 2023], [2023], [2024], [2024], [2024], [2025]]",True
HYG,TLH,SPY,63,21,0.05,34,0.3125,0.6250771033802122,1,0.0,[[2022]],False
HYG,TLH,SPY,63,21,0.1,107,0.5096153846153846,1.0193565070508075,3,0.0,"[[2009], [2013], [2022]]",True
HYG,TLH,SPY,63,21,0.2,244,0.510548523206751,1.0212230144675871,10,0.3,"[[2009], [2013], [2015], [2016], [2018], [2018], [2020], [2021], [2021, 2022], [2023]]",True
HYG,TLH,SPY,63,63,0.05,34,0.3333333333333333,0.6667492976367542,1,0.0,[[2022]],False
HYG,TLH,SPY,63,63,0.1,107,0.5686274509803921,1.137395860674463,3,0.0,"[[2009], [2013], [2022]]",True
HYG,TLH,SPY,63,63,0.2,244,0.5150214592274678,1.0301705886233112,8,0.375,"[[2009], [2013], [2015], [2018], [2018], [2020], [2021], [2023]]",True
HYG,TLH,SPY,63,126,0.05,34,0.4375,0.875,1,0.0,[[2022]],False
HYG,TLH,SPY,63,126,0.1,107,0.7019230769230769,1.4038461538461537,3,0.3333333333333333,"[[2009], [2013], [2022]]",True
HYG,TLH,SPY,63,126,0.2,244,0.5872340425531914,1.174468085106383,10,0.4,"[[2009], [2013], [2015], [2016], [2018], [2018], [2020], [2021], [2021, 2022], [2023]]",True
HYG,TLH,SPY,63,252,0.05,34,0.41935483870967744,0.8387096774193549,1,0.0,[[2022]],False
HYG,TLH,SPY,63,252,0.1,107,0.6504854368932039,1.3009708737864079,3,0.0,"[[2009], [2013], [2022]]",True
HYG,TLH,SPY,63,252,0.2,244,0.5321888412017167,1.0643776824034334,7,0.2857142857142857,"[[2013], [2015], [2016], [2018], [2018], [2021, 2022], [2023]]",True
HYG,TLH,SPY,126,21,0.05,43,0.4146341463414634,0.8293705957044766,1,0.0,[[2022]],False
HYG,TLH,SPY,126,21,0.1,102,0.5050505050505051,1.0102256216245855,1,0.0,[[2022]],False
HYG,TLH,SPY,126,21,0.2,228,0.5515695067264574,1.1032751026477647,4,0.25,"[[2013], [2018], [2022, 2023], [2025]]",True
HYG,TLH,SPY,126,63,0.05,43,0.5476190476190477,1.0953738461175249,1,0.0,[[2022]],False
HYG,TLH,SPY,126,63,0.1,102,0.6565656565656566,1.3132940711026977,1,0.0,[[2022]],False
HYG,TLH,SPY,126,63,0.2,228,0.6322869955156951,1.2647307304948299,4,0.0,"[[2013], [2018], [2022, 2023], [2025]]",True
HYG,TLH,SPY,126,126,0.05,43,0.9523809523809523,1.9047619047619047,1,0.0,[[2022]],False
HYG,TLH,SPY,126,126,0.1,102,0.86,1.72,1,0.0,[[2022]],False
HYG,TLH,SPY,126,126,0.2,228,0.7702702702702703,1.5405405405405406,4,0.0,"[[2013], [2018], [2022, 2023], [2025]]",True
HYG,TLH,SPY,126,252,0.05,43,0.9512195121951219,1.9024390243902438,1,0.0,[[2022]],False
HYG,TLH,SPY,126,252,0.1,102,0.8645833333333334,1.7291666666666667,1,0.0,[[2022]],False
HYG,TLH,SPY,126,252,0.2,228,0.7671232876712328,1.5342465753424657,4,0.25,"[[2013], [2018], [2022, 2023], [2025]]",True
HYG,TLH,SPY,252,21,0.05,44,0.37209302325581395,0.7442778533271364,1,0.0,[[2022]],False
HYG,TLH,SPY,252,21,0.1,151,0.541095890410959,1.0823252858528607,1,0.0,[[2022]],False
HYG,TLH,SPY,252,21,0.2,226,0.6027397260273972,1.205628166519642,2,0.0,"[[2018], [2022, 2023]]",False
HYG,TLH,SPY,252,63,0.05,44,0.23255813953488372,0.46517392858378204,1,0.0,[[2022]],False
HYG,TLH,SPY,252,63,0.1,151,0.6712328767123288,1.3426321472959297,1,0.0,[[2022]],False
HYG,TLH,SPY,252,63,0.2,226,0.6513761467889908,1.3029137651066849,2,0.5,"[[2018], [2022, 2023]]",False
HYG,TLH,SPY,252,126,0.05,44,0.6590909090909091,1.3181818181818181,1,0.0,[[2022]],False
HYG,TLH,SPY,252,126,0.1,151,0.8344827586206897,1.6689655172413793,1,0.0,[[2022]],False
HYG,TLH,SPY,252,126,0.2,226,0.7557603686635944,1.5115207373271888,2,0.0,"[[2018], [2022, 2023]]",False
HYG,TLH,SPY,252,252,0.05,44,0.6904761904761905,1.380952380952381,1,0.0,[[2022]],False
HYG,TLH,SPY,252,252,0.1,151,0.7062937062937062,1.4125874125874125,1,0.0,[[2022]],False
HYG,TLH,SPY,252,252,0.2,226,0.6465116279069767,1.2930232558139534,2,0.5,"[[2018], [2022, 2023]]",False
HYG,TLH,QQQ,21,21,0.05,28,0.6296296296296297,1.2592592592592593,7,0.42857142857142855,"[[2008], [2009], [2013], [2016], [2022], [2022], [2023]]",True
HYG,TLH,QQQ,21,21,0.1,103,0.6633663366336634,1.3267326732673268,11,0.36363636363636365,"[[2008], [2008], [2009], [2013], [2016], [2022], [2022], [2022, 2023], [2023], [2024], [2025]]",True
HYG,TLH,QQQ,21,21,0.2,318,0.5256410256410257,1.0512820512820513,28,0.25,"[[2007], [2008], [2008], [2008], [2009], [2010], [2012], [2013], [2014], [2015], [2015], [2016], [2016], [2017], [2018], [2020], [2021], [2021], [2022], [2022], [2022, 2023], [2023], [2024], [2024], [2024], [2025], [2025], [2026]]",True
HYG,TLH,QQQ,21,63,0.05,28,0.39285714285714285,0.7858342787328737,7,0.14285714285714285,"[[2008], [2009], [2013], [2016], [2022], [2022], [2023]]",True
HYG,TLH,QQQ,21,63,0.1,103,0.45544554455445546,0.91103019892704,9,0.2222222222222222,"[[2008], [2008], [2009], [2013], [2022], [2022], [2022, 2023], [2023], [2025]]",True
HYG,TLH,QQQ,21,63,0.2,318,0.4276315789473684,0.8553937723049224,26,0.38461538461538464,"[[2007], [2008], [2008], [2008], [2009], [2010], [2012], [2013], [2014], [2015], [2015], [2016], [2016], [2017], [2018], [2020], [2021], [2021], [2022], [2022], [2022, 2023], [2024], [2024], [2024], [2025], [2026]]",True
HYG,TLH,QQQ,21,126,0.05,28,0.5185185185185185,1.037037037037037,7,0.2857142857142857,"[[2008], [2009], [2013], [2016], [2022], [2022], [2023]]",True
HYG,TLH,QQQ,21,126,0.1,103,0.4387755102040816,0.8775510204081632,10,0.2,"[[2008], [2008], [2009], [2013], [2016], [2022], [2022], [2023], [2024], [2025]]",True
HYG,TLH,QQQ,21,126,0.2,318,0.4539249146757679,0.9078498293515358,27,0.4444444444444444,"[[2007], [2008], [2008], [2008], [2009], [2010], [2012], [2013], [2014], [2015], [2015], [2016], [2016], [2017], [2018], [2020], [2021], [2021], [2022], [2022], [2022, 2023], [2023], [2024], [2024], [2024], [2025], [2025]]",True
HYG,TLH,QQQ,21,252,0.05,28,0.2692307692307692,0.5385461224292515,6,0.16666666666666666,"[[2008], [2009], [2013], [2016], [2022], [2023]]",True
HYG,TLH,QQQ,21,252,0.1,103,0.336734693877551,0.6735751793648657,10,0.2,"[[2008], [2008], [2009], [2013], [2016], [2022], [2022], [2022, 2023], [2023], [2025]]",True
HYG,TLH,QQQ,21,252,0.2,318,0.45017182130584193,0.9004850726529361,25,0.48,"[[2007], [2008], [2008], [2008], [2010], [2012], [2013], [2014], [2015], [2015], [2016], [2016], [2017], [2018], [2020], [2021], [2021], [2022], [2022], [2022, 2023], [2023], [2024], [2024], [2024], [2025]]",True
HYG,TLH,QQQ,63,21,0.05,34,0.59375,1.1875,1,0.0,[[2022]],False
HYG,TLH,QQQ,63,21,0.1,107,0.6346153846153846,1.2692307692307692,3,0.0,"[[2009], [2013], [2022]]",True
HYG,TLH,QQQ,63,21,0.2,244,0.5443037974683544,1.0886075949367089,10,0.3,"[[2009], [2013], [2015], [2016], [2018], [2018], [2020], [2021], [2021, 2022], [2023]]",True
HYG,TLH,QQQ,63,63,0.05,34,0.48484848484848486,0.9698450602543456,1,1.0,[[2022]],False
HYG,TLH,QQQ,63,63,0.1,107,0.5784313725490197,1.1570394193107911,3,0.0,"[[2009], [2013], [2022]]",True
HYG,TLH,QQQ,63,63,0.2,244,0.5150214592274678,1.0302002249482856,8,0.375,"[[2009], [2013], [2015], [2018], [2018], [2020], [2021], [2023]]",True
HYG,TLH,QQQ,63,126,0.05,34,0.46875,0.9375,1,0.0,[[2022]],False
HYG,TLH,QQQ,63,126,0.1,107,0.6923076923076923,1.3846153846153846,3,0.0,"[[2009], [2013], [2022]]",True
HYG,TLH,QQQ,63,126,0.2,244,0.5276595744680851,1.0553191489361702,10,0.2,"[[2009], [2013], [2015], [2016], [2018], [2018], [2020], [2021], [2021, 2022], [2023]]",True
HYG,TLH,QQQ,63,252,0.05,34,0.41935483870967744,0.8388414257192951,1,0.0,[[2022]],False
HYG,TLH,QQQ,63,252,0.1,107,0.6504854368932039,1.3011752361605495,3,0.0,"[[2009], [2013], [2022]]",True
HYG,TLH,QQQ,63,252,0.2,244,0.5236051502145923,1.047374800947631,7,0.2857142857142857,"[[2013], [2015], [2016], [2018], [2018], [2021, 2022], [2023]]",True
HYG,TLH,QQQ,126,21,0.05,43,0.43902439024390244,0.8780487804878049,1,0.0,[[2022]],False
HYG,TLH,QQQ,126,21,0.1,102,0.5757575757575758,1.1515151515151516,1,1.0,[[2022]],False
HYG,TLH,QQQ,126,21,0.2,228,0.5874439461883408,1.1748878923766817,4,0.25,"[[2013], [2018], [2022, 2023], [2025]]",True
HYG,TLH,QQQ,126,63,0.05,43,0.47619047619047616,0.9525263984640894,1,0.0,[[2022]],False
HYG,TLH,QQQ,126,63,0.1,102,0.6666666666666666,1.3335369578497251,1,1.0,[[2022]],False
HYG,TLH,QQQ,126,63,0.2,228,0.6322869955156951,1.2647671147319144,4,0.0,"[[2013], [2018], [2022, 2023], [2025]]",True
HYG,TLH,QQQ,126,126,0.05,43,0.9523809523809523,1.9047619047619047,1,0.0,[[2022]],False
HYG,TLH,QQQ,126,126,0.1,102,0.87,1.74,1,0.0,[[2022]],False
HYG,TLH,QQQ,126,126,0.2,228,0.7117117117117117,1.4234234234234233,4,0.0,"[[2013], [2018], [2022, 2023], [2025]]",True
HYG,TLH,QQQ,126,252,0.05,43,0.9512195121951219,1.9027378680949862,1,0.0,[[2022]],False
HYG,TLH,QQQ,126,252,0.1,102,0.8645833333333334,1.7294382919677453,1,0.0,[[2022]],False
HYG,TLH,QQQ,126,252,0.2,228,0.726027397260274,1.452282889838569,4,0.25,"[[2013], [2018], [2022, 2023], [2025]]",True
HYG,TLH,QQQ,252,21,0.05,44,0.46511627906976744,0.9302325581395349,1,1.0,[[2022]],False
HYG,TLH,QQQ,252,21,0.1,151,0.6232876712328768,1.2465753424657535,1,0.0,[[2022]],False
HYG,TLH,QQQ,252,21,0.2,226,0.6575342465753424,1.3150684931506849,2,0.0,"[[2018], [2022, 2023]]",False
HYG,TLH,QQQ,252,63,0.05,44,0.4186046511627907,0.83733715958006,1,1.0,[[2022]],False
HYG,TLH,QQQ,252,63,0.1,151,0.7123287671232876,1.4248751056476514,1,0.0,[[2022]],False
HYG,TLH,QQQ,252,63,0.2,226,0.6330275229357798,1.2662483957563904,2,0.5,"[[2018], [2022, 2023]]",False
HYG,TLH,QQQ,252,126,0.05,44,0.7045454545454546,1.4090909090909092,1,0.0,[[2022]],False
HYG,TLH,QQQ,252,126,0.1,151,0.7379310344827587,1.4758620689655173,1,0.0,[[2022]],False
HYG,TLH,QQQ,252,126,0.2,226,0.6129032258064516,1.2258064516129032,2,0.0,"[[2018], [2022, 2023]]",False
HYG,TLH,QQQ,252,252,0.05,44,0.5952380952380952,1.1906631958469847,1,0.0,[[2022]],False
HYG,TLH,QQQ,252,252,0.1,151,0.6643356643356644,1.3288800423578935,1,0.0,[[2022]],False
HYG,TLH,QQQ,252,252,0.2,226,0.5627906976744186,1.125758206752442,2,0.5,"[[2018], [2022, 2023]]",False
HYG,TLH,IWM,21,21,0.05,28,0.5925925925925926,1.1851851851851851,7,0.42857142857142855,"[[2008], [2009], [2013], [2016], [2022], [2022], [2023]]",True
HYG,TLH,IWM,21,21,0.1,103,0.6435643564356436,1.2871287128712872,11,0.45454545454545453,"[[2008], [2008], [2009], [2013], [2016], [2022], [2022], [2022, 2023], [2023], [2024], [2025]]",True
HYG,TLH,IWM,21,21,0.2,318,0.532051282051282,1.064102564102564,28,0.35714285714285715,"[[2007], [2008], [2008], [2008], [2009], [2010], [2012], [2013], [2014], [2015], [2015], [2016], [2016], [2017], [2018], [2020], [2021], [2021], [2022], [2022], [2022, 2023], [2023], [2024], [2024], [2024], [2025], [2025], [2026]]",True
HYG,TLH,IWM,21,63,0.05,28,0.39285714285714285,0.7857142857142857,7,0.2857142857142857,"[[2008], [2009], [2013], [2016], [2022], [2022], [2023]]",True
HYG,TLH,IWM,21,63,0.1,103,0.4752475247524752,0.9504950495049505,9,0.3333333333333333,"[[2008], [2008], [2009], [2013], [2022], [2022], [2022, 2023], [2023], [2025]]",True
HYG,TLH,IWM,21,63,0.2,318,0.46710526315789475,0.9342105263157895,26,0.4230769230769231,"[[2007], [2008], [2008], [2008], [2009], [2010], [2012], [2013], [2014], [2015], [2015], [2016], [2016], [2017], [2018], [2020], [2021], [2021], [2022], [2022], [2022, 2023], [2024], [2024], [2024], [2025], [2026]]",True
HYG,TLH,IWM,21,126,0.05,28,0.5185185185185185,1.0372047880944677,7,0.2857142857142857,"[[2008], [2009], [2013], [2016], [2022], [2022], [2023]]",True
HYG,TLH,IWM,21,126,0.1,103,0.5,1.0001617599482369,10,0.2,"[[2008], [2008], [2009], [2013], [2016], [2022], [2022], [2023], [2024], [2025]]",True
HYG,TLH,IWM,21,126,0.2,318,0.5255972696245734,1.0513645804234026,27,0.4444444444444444,"[[2007], [2008], [2008], [2008], [2009], [2010], [2012], [2013], [2014], [2015], [2015], [2016], [2016], [2017], [2018], [2020], [2021], [2021], [2022], [2022], [2022, 2023], [2023], [2024], [2024], [2024], [2025], [2025]]",True
HYG,TLH,IWM,21,252,0.05,28,0.19230769230769232,0.3846787688251103,6,0.16666666666666666,"[[2008], [2009], [2013], [2016], [2022], [2023]]",True
HYG,TLH,IWM,21,252,0.1,103,0.3877551020408163,0.7756380073453244,10,0.2,"[[2008], [2008], [2009], [2013], [2016], [2022], [2022], [2022, 2023], [2023], [2025]]",True
HYG,TLH,IWM,21,252,0.2,318,0.5085910652920962,1.0173497611264772,25,0.48,"[[2007], [2008], [2008], [2008], [2010], [2012], [2013], [2014], [2015], [2015], [2016], [2016], [2017], [2018], [2020], [2021], [2021], [2022], [2022], [2022, 2023], [2023], [2024], [2024], [2024], [2025]]",True
HYG,TLH,IWM,63,21,0.05,34,0.21875,0.4375,1,0.0,[[2022]],False
HYG,TLH,IWM,63,21,0.1,107,0.5,1.0,3,0.0,"[[2009], [2013], [2022]]",True
HYG,TLH,IWM,63,21,0.2,244,0.5232067510548524,1.0464135021097047,10,0.5,"[[2009], [2013], [2015], [2016], [2018], [2018], [2020], [2021], [2021, 2022], [2023]]",True
HYG,TLH,IWM,63,63,0.05,34,0.30303030303030304,0.6060606060606061,1,0.0,[[2022]],False
HYG,TLH,IWM,63,63,0.1,107,0.5294117647058824,1.0588235294117647,3,0.0,"[[2009], [2013], [2022]]",True
HYG,TLH,IWM,63,63,0.2,244,0.4721030042918455,0.944206008583691,8,0.375,"[[2009], [2013], [2015], [2018], [2018], [2020], [2021], [2023]]",True
HYG,TLH,IWM,63,126,0.05,34,0.3125,0.625101099967648,1,0.0,[[2022]],False
HYG,TLH,IWM,63,126,0.1,107,0.5769230769230769,1.154032799940273,3,0.3333333333333333,"[[2009], [2013], [2022]]",True
HYG,TLH,IWM,63,126,0.2,244,0.4553191489361702,0.9107856026762666,10,0.4,"[[2009], [2013], [2015], [2016], [2018], [2018], [2020], [2021], [2021, 2022], [2023]]",True
HYG,TLH,IWM,63,252,0.05,34,0.3870967741935484,0.7743211346673187,1,0.0,[[2022]],False
HYG,TLH,IWM,63,252,0.1,107,0.5922330097087378,1.1846612181682037,3,0.0,"[[2009], [2013], [2022]]",True
HYG,TLH,IWM,63,252,0.2,244,0.5407725321888412,1.081723301863572,7,0.5714285714285714,"[[2013], [2015], [2016], [2018], [2018], [2021, 2022], [2023]]",True
HYG,TLH,IWM,126,21,0.05,43,0.34146341463414637,0.6829268292682927,1,0.0,[[2022]],False
HYG,TLH,IWM,126,21,0.1,102,0.47474747474747475,0.9494949494949495,1,0.0,[[2022]],False
HYG,TLH,IWM,126,21,0.2,228,0.49327354260089684,0.9865470852017937,4,0.25,"[[2013], [2018], [2022, 2023], [2025]]",True
HYG,TLH,IWM,126,63,0.05,43,0.40476190476190477,0.8095238095238095,1,0.0,[[2022]],False
HYG,TLH,IWM,126,63,0.1,102,0.5555555555555556,1.1111111111111112,1,0.0,[[2022]],False
HYG,TLH,IWM,126,63,0.2,228,0.5246636771300448,1.0493273542600896,4,0.0,"[[2013], [2018], [2022, 2023], [2025]]",True
HYG,TLH,IWM,126,126,0.05,43,0.5714285714285714,1.1430420113694133,1,0.0,[[2022]],False
HYG,TLH,IWM,126,126,0.1,102,0.66,1.3202135231316725,1,0.0,[[2022]],False
HYG,TLH,IWM,126,126,0.2,228,0.6396396396396397,1.2794862154292759,4,0.0,"[[2013], [2018], [2022, 2023], [2025]]",True
HYG,TLH,IWM,126,252,0.05,43,0.6097560975609756,1.2197131694454715,1,0.0,[[2022]],False
HYG,TLH,IWM,126,252,0.1,102,0.7291666666666666,1.458573665128543,1,1.0,[[2022]],False
HYG,TLH,IWM,126,252,0.2,228,0.7671232876712328,1.5344994175598918,4,0.25,"[[2013], [2018], [2022, 2023], [2025]]",True
HYG,TLH,IWM,252,21,0.05,44,0.3488372093023256,0.6976744186046512,1,0.0,[[2022]],False
HYG,TLH,IWM,252,21,0.1,151,0.5273972602739726,1.0547945205479452,1,0.0,[[2022]],False
HYG,TLH,IWM,252,21,0.2,226,0.6027397260273972,1.2054794520547945,2,0.5,"[[2018], [2022, 2023]]",False
HYG,TLH,IWM,252,63,0.05,44,0.11627906976744186,0.23255813953488372,1,0.0,[[2022]],False
HYG,TLH,IWM,252,63,0.1,151,0.589041095890411,1.178082191780822,1,0.0,[[2022]],False
HYG,TLH,IWM,252,63,0.2,226,0.573394495412844,1.146788990825688,2,0.0,"[[2018], [2022, 2023]]",False
HYG,TLH,IWM,252,126,0.05,44,0.2727272727272727,0.5455427781535837,1,0.0,[[2022]],False
HYG,TLH,IWM,252,126,0.1,151,0.6551724137931034,1.3105567888976895,1,1.0,[[2022]],False
HYG,TLH,IWM,252,126,0.2,226,0.7096774193548387,1.4195844334749168,2,0.0,"[[2018], [2022, 2023]]",False
HYG,TLH,IWM,252,252,0.05,44,0.5,1.0001647989452866,1,0.0,[[2022]],False
HYG,TLH,IWM,252,252,0.1,151,0.7412587412587412,1.4827617998349705,1,0.0,[[2022]],False
HYG,TLH,IWM,252,252,0.2,226,0.7581395348837209,1.5165289509588997,2,0.5,"[[2018], [2022, 2023]]",False
HYG,TLH,DIA,21,21,0.05,28,0.48148148148148145,0.9631032956594017,7,0.42857142857142855,"[[2008], [2009], [2013], [2016], [2022], [2022], [2023]]",True
HYG,TLH,DIA,21,21,0.1,103,0.6138613861386139,1.2279016884492295,11,0.36363636363636365,"[[2008], [2008], [2009], [2013], [2016], [2022], [2022], [2022, 2023], [2023], [2024], [2025]]",True
HYG,TLH,DIA,21,21,0.2,318,0.5352564102564102,1.0706688264615982,28,0.39285714285714285,"[[2007], [2008], [2008], [2008], [2009], [2010], [2012], [2013], [2014], [2015], [2015], [2016], [2016], [2017], [2018], [2020], [2021], [2021], [2022], [2022], [2022, 2023], [2023], [2024], [2024], [2024], [2025], [2025], [2026]]",True
HYG,TLH,DIA,21,63,0.05,28,0.2857142857142857,0.5715123094958968,7,0.2857142857142857,"[[2008], [2009], [2013], [2016], [2022], [2022], [2023]]",True
HYG,TLH,DIA,21,63,0.1,103,0.46534653465346537,0.9308294545750003,9,0.2222222222222222,"[[2008], [2008], [2009], [2013], [2022], [2022], [2022, 2023], [2023], [2025]]",True
HYG,TLH,DIA,21,63,0.2,318,0.4901315789473684,0.9804068072437836,26,0.38461538461538464,"[[2007], [2008], [2008], [2008], [2009], [2010], [2012], [2013], [2014], [2015], [2015], [2016], [2016], [2017], [2018], [2020], [2021], [2021], [2022], [2022], [2022, 2023], [2024], [2024], [2024], [2025], [2026]]",True
HYG,TLH,DIA,21,126,0.05,28,0.4074074074074074,0.8149353852224523,7,0.2857142857142857,"[[2008], [2009], [2013], [2016], [2022], [2022], [2023]]",True
HYG,TLH,DIA,21,126,0.1,103,0.40816326530612246,0.816447324712661,10,0.2,"[[2008], [2008], [2009], [2013], [2016], [2022], [2022], [2023], [2024], [2025]]",True
HYG,TLH,DIA,21,126,0.2,318,0.48464163822525597,0.9694267039847603,27,0.5185185185185185,"[[2007], [2008], [2008], [2008], [2009], [2010], [2012], [2013], [2014], [2015], [2015], [2016], [2016], [2017], [2018], [2020], [2021], [2021], [2022], [2022], [2022, 2023], [2023], [2024], [2024], [2024], [2025], [2025]]",True
HYG,TLH,DIA,21,252,0.05,28,0.2692307692307692,0.5385426076482986,6,0.5,"[[2008], [2009], [2013], [2016], [2022], [2023]]",True
HYG,TLH,DIA,21,252,0.1,103,0.41836734693877553,0.8368606701940036,10,0.3,"[[2008], [2008], [2009], [2013], [2016], [2022], [2022], [2022, 2023], [2023], [2025]]",True
HYG,TLH,DIA,21,252,0.2,318,0.4948453608247423,0.98983972657596,25,0.48,"[[2007], [2008], [2008], [2008], [2010], [2012], [2013], [2014], [2015], [2015], [2016], [2016], [2017], [2018], [2020], [2021], [2021], [2022], [2022], [2022, 2023], [2023], [2024], [2024], [2024], [2025]]",True
HYG,TLH,DIA,63,21,0.05,34,0.1875,0.3750546487904401,1,0.0,[[2022]],False
HYG,TLH,DIA,63,21,0.1,107,0.4807692307692308,0.9616785866421541,3,0.0,"[[2009], [2013], [2022]]",True
HYG,TLH,DIA,63,21,0.2,244,0.48945147679324896,0.9790456092194892,10,0.3,"[[2009], [2013], [2015], [2016], [2018], [2018], [2020], [2021], [2021, 2022], [2023]]",True
HYG,TLH,DIA,63,63,0.05,34,0.2727272727272727,0.5455344772460833,1,0.0,[[2022]],False
HYG,TLH,DIA,63,63,0.1,107,0.5882352941176471,1.1766429901386113,3,0.0,"[[2009], [2013], [2022]]",True
HYG,TLH,DIA,63,63,0.2,244,0.5665236051502146,1.1332132488716924,8,0.375,"[[2009], [2013], [2015], [2018], [2018], [2020], [2021], [2023]]",True
HYG,TLH,DIA,63,126,0.05,34,0.40625,0.8126202278780704,1,0.0,[[2022]],False
HYG,TLH,DIA,63,126,0.1,107,0.6538461538461539,1.3078858105493205,3,0.3333333333333333,"[[2009], [2013], [2022]]",True
