sleeve,entry_date,duration_days,tilt,tau_future,Y,predictors,joint_CPE,episode_conviction
Gold,2021-03-03,365,-29.951218116238486,252,GC=F,"['PPLT', 'PALL']",0.8496,0.3662
Gold,2021-03-03,365,-34.830652708759885,252,GC=F,"['PPLT', 'PALL']",0.8195,0.3662
Gold,2021-03-09,365,-29.951218116238486,252,GC=F,"['PPLT', 'PALL']",0.8496,0.3662
Gold,2021-03-09,365,-34.830652708759885,252,GC=F,"['PPLT', 'PALL']",0.8195,0.3662
Gold,2021-03-11,365,-29.951218116238486,252,GC=F,"['PPLT', 'PALL']",0.8496,0.3662
Gold,2021-03-11,365,-34.830652708759885,252,GC=F,"['PPLT', 'PALL']",0.8195,0.3662
Gold,2021-06-17,365,-29.951218116238486,252,GC=F,"['PPLT', 'PALL']",0.8496,0.3662
Gold,2021-06-17,365,-34.830652708759885,252,GC=F,"['PPLT', 'PALL']",0.8195,0.3662
Gold,2021-06-22,365,-29.951218116238486,252,GC=F,"['PPLT', 'PALL']",0.8496,0.3662
Gold,2021-06-22,365,-34.830652708759885,252,GC=F,"['PPLT', 'PALL']",0.8195,0.3662
Gold,2021-07-06,365,-29.951218116238486,252,GC=F,"['PPLT', 'PALL']",0.8496,0.3662
Gold,2021-07-06,365,-34.830652708759885,252,GC=F,"['PPLT', 'PALL']",0.8195,0.3662
Gold,2021-07-27,365,-25.671613691895434,252,GC=F,"['PALL', 'PPLT']",0.8384,0.3662
Gold,2021-07-30,365,-25.671613691895434,252,GC=F,"['PALL', 'PPLT']",0.8384,0.3662
Gold,2021-08-03,365,-29.951218116238486,252,GC=F,"['PPLT', 'PALL']",0.8496,0.3662
Gold,2021-08-03,365,-34.830652708759885,252,GC=F,"['PPLT', 'PALL']",0.8195,0.3662
Gold,2021-08-05,365,-25.671613691895434,252,GC=F,"['PALL', 'PPLT']",0.8384,0.3662
Gold,2021-08-09,365,-25.671613691895434,252,GC=F,"['PALL', 'PPLT']",0.8384,0.3662
Gold,2021-08-17,365,-29.951218116238486,252,GC=F,"['PPLT', 'PALL']",0.8496,0.3662
Gold,2021-08-17,365,-34.830652708759885,252,GC=F,"['PPLT', 'PALL']",0.8195,0.3662
Gold,2021-08-19,182,-60.66088983121364,126,GC=F,"['PALL', 'PPLT']",0.9604,0.0
Gold,2021-08-25,182,-60.66088983121364,126,GC=F,"['PALL', 'PPLT']",0.9604,0.0
Gold,2021-09-13,365,-29.951218116238486,252,GC=F,"['PPLT', 'PALL']",0.8496,0.3662
Gold,2021-09-13,365,-34.830652708759885,252,GC=F,"['PPLT', 'PALL']",0.8195,0.3662
Gold,2021-09-14,365,-0.0,252,GC=F,"['PALL', 'PPLT']",0.8843,0.0
Gold,2021-09-14,365,-0.0,252,GC=F,"['PPLT', 'PALL']",0.8345,0.0
Gold,2021-09-17,365,-29.951218116238486,252,GC=F,"['PPLT', 'PALL']",0.8496,0.3662
Gold,2021-09-17,365,-34.830652708759885,252,GC=F,"['PPLT', 'PALL']",0.8195,0.3662
Gold,2021-09-29,365,-0.0,252,GC=F,"['PALL', 'PPLT']",0.8843,0.0
Gold,2021-09-29,365,-0.0,252,GC=F,"['PPLT', 'PALL']",0.8345,0.0
Gold,2021-10-05,182,-60.66088983121364,126,GC=F,"['PALL', 'PPLT']",0.9604,0.0
Gold,2021-10-05,365,-25.671613691895434,252,GC=F,"['PALL', 'PPLT']",0.8384,0.3662
Gold,2021-10-20,365,-0.0,252,GC=F,"['PALL', 'PPLT']",0.8843,0.0
Gold,2021-10-20,365,-0.0,252,GC=F,"['PPLT', 'PALL']",0.8345,0.0
Gold,2021-10-26,182,-60.66088983121364,126,GC=F,"['PALL', 'PPLT']",0.9604,0.0
Gold,2021-10-26,365,-0.0,252,GC=F,"['PALL', 'PPLT']",0.8843,0.0
Gold,2021-10-26,365,-0.0,252,GC=F,"['PPLT', 'PALL']",0.8345,0.0
Gold,2021-10-27,365,-25.671613691895434,252,GC=F,"['PALL', 'PPLT']",0.8384,0.3662
Gold,2021-10-29,365,-25.671613691895434,252,GC=F,"['PALL', 'PPLT']",0.8384,0.3662
Gold,2021-11-09,182,-60.66088983121364,126,GC=F,"['PALL', 'PPLT']",0.9604,0.0
Gold,2021-11-15,182,-60.66088983121364,126,GC=F,"['PALL', 'PPLT']",0.9604,0.0
Gold,2021-11-18,365,-25.671613691895434,252,GC=F,"['PALL', 'PPLT']",0.8384,0.3662
Gold,2021-11-19,365,-0.0,252,GC=F,"['PALL', 'PPLT']",0.8843,0.0
Gold,2021-11-19,365,-0.0,252,GC=F,"['PPLT', 'PALL']",0.8345,0.0
Gold,2021-11-23,365,-29.951218116238486,252,GC=F,"['PPLT', 'PALL']",0.8496,0.3662
Gold,2021-11-23,365,-34.830652708759885,252,GC=F,"['PPLT', 'PALL']",0.8195,0.3662
Gold,2021-11-23,365,-25.671613691895434,252,GC=F,"['PALL', 'PPLT']",0.8384,0.3662
Gold,2021-11-26,365,-29.951218116238486,252,GC=F,"['PPLT', 'PALL']",0.8496,0.3662
Gold,2021-11-26,365,-34.830652708759885,252,GC=F,"['PPLT', 'PALL']",0.8195,0.3662
Gold,2021-12-09,365,-25.671613691895434,252,GC=F,"['PALL', 'PPLT']",0.8384,0.3662
Gold,2021-12-13,365,-0.0,252,GC=F,"['PALL', 'PPLT']",0.8843,0.0
Gold,2021-12-13,365,-0.0,252,GC=F,"['PPLT', 'PALL']",0.8345,0.0
Gold,2021-12-14,365,-25.671613691895434,252,GC=F,"['PALL', 'PPLT']",0.8384,0.3662
Gold,2021-12-27,182,-60.66088983121364,126,GC=F,"['PALL', 'PPLT']",0.9604,0.0
Gold,2021-12-31,182,-60.66088983121364,126,GC=F,"['PALL', 'PPLT']",0.9604,0.0
Gold,2022-01-06,182,-60.66088983121364,126,GC=F,"['PALL', 'PPLT']",0.9604,0.0
Gold,2022-01-11,182,-60.66088983121364,126,GC=F,"['PALL', 'PPLT']",0.9604,0.0
Gold,2022-01-11,365,-0.0,252,GC=F,"['PALL', 'PPLT']",0.8843,0.0
Gold,2022-01-27,365,-0.0,252,GC=F,"['PPLT', 'PALL']",0.8345,0.0
Gold,2022-02-01,365,-0.0,252,GC=F,"['PPLT', 'PALL']",0.8345,0.0
Gold,2022-02-08,365,-0.0,252,GC=F,"['PPLT', 'PALL']",0.8345,0.0
Gold,2022-03-29,365,-29.951218116238486,252,GC=F,"['PPLT', 'PALL']",0.8496,0.3662
Gold,2022-03-29,365,-34.830652708759885,252,GC=F,"['PPLT', 'PALL']",0.8195,0.3662
Gold,2022-04-06,365,-29.951218116238486,252,GC=F,"['PPLT', 'PALL']",0.8496,0.3662
Gold,2022-04-06,365,-34.830652708759885,252,GC=F,"['PPLT', 'PALL']",0.8195,0.3662
Gold,2022-04-22,365,-29.951218116238486,252,GC=F,"['PPLT', 'PALL']",0.8496,0.3662
Gold,2022-04-22,365,-34.830652708759885,252,GC=F,"['PPLT', 'PALL']",0.8195,0.3662
Gold,2022-04-28,365,-29.951218116238486,252,GC=F,"['PPLT', 'PALL']",0.8496,0.3662
Gold,2022-04-28,365,-34.830652708759885,252,GC=F,"['PPLT', 'PALL']",0.8195,0.3662
Gold,2022-05-09,365,-29.951218116238486,252,GC=F,"['PPLT', 'PALL']",0.8496,0.3662
Gold,2022-05-09,365,-34.830652708759885,252,GC=F,"['PPLT', 'PALL']",0.8195,0.3662
Gold,2022-05-26,365,-25.671613691895434,252,GC=F,"['PALL', 'PPLT']",0.8384,0.3662
Gold,2022-06-01,182,-60.66088983121364,126,GC=F,"['PALL', 'PPLT']",0.9604,0.0
Gold,2022-06-08,182,-60.66088983121364,126,GC=F,"['PALL', 'PPLT']",0.9604,0.0
Gold,2022-06-13,365,-25.671613691895434,252,GC=F,"['PALL', 'PPLT']",0.8384,0.3662
Gold,2022-06-22,365,-29.951218116238486,252,GC=F,"['PPLT', 'PALL']",0.8496,0.3662
Gold,2022-06-22,365,-34.830652708759885,252,GC=F,"['PPLT', 'PALL']",0.8195,0.3662
Gold,2022-06-23,365,-0.0,252,GC=F,"['PALL', 'PPLT']",0.8843,0.0
Gold,2022-06-23,365,-0.0,252,GC=F,"['PPLT', 'PALL']",0.8345,0.0
Gold,2022-06-28,182,-60.66088983121364,126,GC=F,"['PALL', 'PPLT']",0.9604,0.0
Gold,2022-06-28,365,-25.671613691895434,252,GC=F,"['PALL', 'PPLT']",0.8384,0.3662
Gold,2022-06-30,365,-0.0,252,GC=F,"['PALL', 'PPLT']",0.8843,0.0
Gold,2022-06-30,365,-0.0,252,GC=F,"['PPLT', 'PALL']",0.8345,0.0
Gold,2022-07-11,365,-0.0,252,GC=F,"['PALL', 'PPLT']",0.8843,0.0
Gold,2022-07-11,365,-0.0,252,GC=F,"['PPLT', 'PALL']",0.8345,0.0
Gold,2022-07-12,365,-29.951218116238486,252,GC=F,"['PPLT', 'PALL']",0.8496,0.3662
Gold,2022-07-12,365,-34.830652708759885,252,GC=F,"['PPLT', 'PALL']",0.8195,0.3662
Gold,2022-07-20,365,-29.951218116238486,252,GC=F,"['PPLT', 'PALL']",0.8496,0.3662
Gold,2022-07-20,365,-34.830652708759885,252,GC=F,"['PPLT', 'PALL']",0.8195,0.3662
Gold,2022-08-15,182,-60.66088983121364,126,GC=F,"['PALL', 'PPLT']",0.9604,0.0
Gold,2022-08-18,365,-25.671613691895434,252,GC=F,"['PALL', 'PPLT']",0.8384,0.3662
Gold,2022-08-22,182,-60.66088983121364,126,GC=F,"['PALL', 'PPLT']",0.9604,0.0
Gold,2022-08-22,365,-25.671613691895434,252,GC=F,"['PALL', 'PPLT']",0.8384,0.3662
Gold,2022-08-30,365,-25.671613691895434,252,GC=F,"['PALL', 'PPLT']",0.8384,0.3662
Gold,2022-09-01,365,-0.0,252,GC=F,"['PALL', 'PPLT']",0.8843,0.0
Gold,2022-09-01,365,-0.0,252,GC=F,"['PPLT', 'PALL']",0.8345,0.0
Gold,2022-09-02,182,-60.66088983121364,126,GC=F,"['PALL', 'PPLT']",0.9604,0.0
Gold,2022-09-06,365,-29.951218116238486,252,GC=F,"['PPLT', 'PALL']",0.8496,0.3662
Gold,2022-09-06,365,-34.830652708759885,252,GC=F,"['PPLT', 'PALL']",0.8195,0.3662
Gold,2022-09-27,365,-0.0,252,GC=F,"['PPLT', 'PALL']",0.8345,0.0
Gold,2022-10-12,365,-0.0,252,GC=F,"['PPLT', 'PALL']",0.8345,0.0
Gold,2022-10-19,365,-0.0,252,GC=F,"['PPLT', 'PALL']",0.8345,0.0
Gold,2022-11-02,365,-0.0,252,GC=F,"['PALL', 'PPLT']",0.8843,0.0
Gold,2022-11-02,365,-0.0,252,GC=F,"['PPLT', 'PALL']",0.8345,0.0
Gold,2022-12-22,365,-29.951218116238486,252,GC=F,"['PPLT', 'PALL']",0.8496,0.3662
Gold,2022-12-22,365,-34.830652708759885,252,GC=F,"['PPLT', 'PALL']",0.8195,0.3662
Gold,2023-01-27,365,-29.951218116238486,252,GC=F,"['PPLT', 'PALL']",0.8496,0.3662
Gold,2023-01-27,365,-34.830652708759885,252,GC=F,"['PPLT', 'PALL']",0.8195,0.3662
Gold,2023-02-03,365,-29.951218116238486,252,GC=F,"['PPLT', 'PALL']",0.8496,0.3662
Gold,2023-02-03,365,-34.830652708759885,252,GC=F,"['PPLT', 'PALL']",0.8195,0.3662
Gold,2023-02-07,365,-29.951218116238486,252,GC=F,"['PPLT', 'PALL']",0.8496,0.3662
Gold,2023-02-07,365,-34.830652708759885,252,GC=F,"['PPLT', 'PALL']",0.8195,0.3662
Gold,2023-02-24,182,-60.66088983121364,126,GC=F,"['PALL', 'PPLT']",0.9604,0.0
Gold,2023-03-15,182,-60.66088983121364,126,GC=F,"['PALL', 'PPLT']",0.9604,0.0
Gold,2023-03-28,182,-60.66088983121364,126,GC=F,"['PALL', 'PPLT']",0.9604,0.0
Gold,2023-04-05,182,-60.66088983121364,126,GC=F,"['PALL', 'PPLT']",0.9604,0.0
Gold,2023-05-12,182,-60.66088983121364,126,GC=F,"['PALL', 'PPLT']",0.9604,0.0
Gold,2023-05-30,182,-60.66088983121364,126,GC=F,"['PALL', 'PPLT']",0.9604,0.0
Gold,2023-05-30,365,-29.951218116238486,252,GC=F,"['PPLT', 'PALL']",0.8496,0.3662
Gold,2023-05-30,365,-34.830652708759885,252,GC=F,"['PPLT', 'PALL']",0.8195,0.3662
Gold,2023-06-07,365,-29.951218116238486,252,GC=F,"['PPLT', 'PALL']",0.8496,0.3662
Gold,2023-06-07,365,-34.830652708759885,252,GC=F,"['PPLT', 'PALL']",0.8195,0.3662
Gold,2023-06-12,365,-29.951218116238486,252,GC=F,"['PPLT', 'PALL']",0.8496,0.3662
Gold,2023-06-12,365,-34.830652708759885,252,GC=F,"['PPLT', 'PALL']",0.8195,0.3662
Gold,2023-06-20,365,-29.951218116238486,252,GC=F,"['PPLT', 'PALL']",0.8496,0.3662
Gold,2023-06-20,365,-34.830652708759885,252,GC=F,"['PPLT', 'PALL']",0.8195,0.3662
Gold,2023-06-28,182,-60.66088983121364,126,GC=F,"['PALL', 'PPLT']",0.9604,0.0
Gold,2023-07-03,182,-60.66088983121364,126,GC=F,"['PALL', 'PPLT']",0.9604,0.0
Gold,2023-07-17,182,-60.66088983121364,126,GC=F,"['PALL', 'PPLT']",0.9604,0.0
Gold,2023-07-27,182,-60.66088983121364,126,GC=F,"['PALL', 'PPLT']",0.9604,0.0
Gold,2023-08-01,182,-60.66088983121364,126,GC=F,"['PALL', 'PPLT']",0.9604,0.0
Gold,2023-08-03,365,-29.951218116238486,252,GC=F,"['PPLT', 'PALL']",0.8496,0.3662
Gold,2023-08-03,365,-34.830652708759885,252,GC=F,"['PPLT', 'PALL']",0.8195,0.3662
Gold,2023-08-03,365,-25.671613691895434,252,GC=F,"['PALL', 'PPLT']",0.8384,0.3662
Gold,2023-08-08,365,-25.671613691895434,252,GC=F,"['PALL', 'PPLT']",0.8384,0.3662
Gold,2023-08-09,365,-0.0,252,GC=F,"['PALL', 'PPLT']",0.8843,0.0
Gold,2023-08-09,365,-0.0,252,GC=F,"['PPLT', 'PALL']",0.8345,0.0
Gold,2023-08-11,365,-29.951218116238486,252,GC=F,"['PPLT', 'PALL']",0.8496,0.3662
Gold,2023-08-11,365,-34.830652708759885,252,GC=F,"['PPLT', 'PALL']",0.8195,0.3662
Gold,2023-08-14,365,-25.671613691895434,252,GC=F,"['PALL', 'PPLT']",0.8384,0.3662
Gold,2023-08-15,182,-60.66088983121364,126,GC=F,"['PALL', 'PPLT']",0.9604,0.0
Gold,2023-09-07,365,-0.0,252,GC=F,"['PALL', 'PPLT']",0.8843,0.0
Gold,2023-09-07,365,-0.0,252,GC=F,"['PPLT', 'PALL']",0.8345,0.0
Gold,2023-09-12,365,-0.0,252,GC=F,"['PALL', 'PPLT']",0.8843,0.0
Gold,2023-09-12,365,-0.0,252,GC=F,"['PPLT', 'PALL']",0.8345,0.0
Gold,2023-09-21,365,-29.951218116238486,252,GC=F,"['PPLT', 'PALL']",0.8496,0.3662
Gold,2023-09-21,365,-34.830652708759885,252,GC=F,"['PPLT', 'PALL']",0.8195,0.3662
Gold,2023-09-21,365,-0.0,252,GC=F,"['PALL', 'PPLT']",0.8843,0.0
Gold,2023-09-21,365,-0.0,252,GC=F,"['PPLT', 'PALL']",0.8345,0.0
Gold,2023-09-27,365,-0.0,252,GC=F,"['PALL', 'PPLT']",0.8843,0.0
Gold,2023-09-27,365,-0.0,252,GC=F,"['PPLT', 'PALL']",0.8345,0.0
Gold,2023-09-29,182,-60.66088983121364,126,GC=F,"['PALL', 'PPLT']",0.9604,0.0
Gold,2023-10-02,365,-0.0,252,GC=F,"['PPLT', 'PALL']",0.8345,0.0
Gold,2023-10-03,182,-60.66088983121364,126,GC=F,"['PALL', 'PPLT']",0.9604,0.0
Gold,2023-10-03,365,-25.671613691895434,252,GC=F,"['PALL', 'PPLT']",0.8384,0.3662
Gold,2023-10-03,365,-0.0,252,GC=F,"['PALL', 'PPLT']",0.8843,0.0
Gold,2023-10-05,365,-29.951218116238486,252,GC=F,"['PPLT', 'PALL']",0.8496,0.3662
Gold,2023-10-05,365,-34.830652708759885,252,GC=F,"['PPLT', 'PALL']",0.8195,0.3662
Gold,2023-10-10,365,-29.951218116238486,252,GC=F,"['PPLT', 'PALL']",0.8496,0.3662
Gold,2023-10-10,365,-34.830652708759885,252,GC=F,"['PPLT', 'PALL']",0.8195,0.3662
Gold,2023-10-12,365,-29.951218116238486,252,GC=F,"['PPLT', 'PALL']",0.8496,0.3662
Gold,2023-10-12,365,-34.830652708759885,252,GC=F,"['PPLT', 'PALL']",0.8195,0.3662
Gold,2023-10-12,365,-0.0,252,GC=F,"['PALL', 'PPLT']",0.8843,0.0
Gold,2023-10-12,365,-0.0,252,GC=F,"['PPLT', 'PALL']",0.8345,0.0
Gold,2023-10-24,182,-60.66088983121364,126,GC=F,"['PALL', 'PPLT']",0.9604,0.0
Gold,2023-10-24,365,-25.671613691895434,252,GC=F,"['PALL', 'PPLT']",0.8384,0.3662
Gold,2023-11-08,182,-60.66088983121364,126,GC=F,"['PALL', 'PPLT']",0.9604,0.0
Gold,2023-11-10,365,-29.951218116238486,252,GC=F,"['PPLT', 'PALL']",0.8496,0.3662
Gold,2023-11-10,365,-34.830652708759885,252,GC=F,"['PPLT', 'PALL']",0.8195,0.3662
Gold,2023-11-10,365,-25.671613691895434,252,GC=F,"['PALL', 'PPLT']",0.8384,0.3662
Gold,2023-11-16,365,-25.671613691895434,252,GC=F,"['PALL', 'PPLT']",0.8384,0.3662
Gold,2023-12-04,182,-60.66088983121364,126,GC=F,"['PALL', 'PPLT']",0.9604,0.0
Gold,2024-01-11,365,-29.951218116238486,252,GC=F,"['PPLT', 'PALL']",0.8496,0.3662
Gold,2024-01-11,365,-34.830652708759885,252,GC=F,"['PPLT', 'PALL']",0.8195,0.3662
Gold,2024-01-12,365,-0.0,252,GC=F,"['PALL', 'PPLT']",0.8843,0.0
Gold,2024-01-12,365,-0.0,252,GC=F,"['PPLT', 'PALL']",0.8345,0.0
Gold,2024-01-19,182,-60.66088983121364,126,GC=F,"['PALL', 'PPLT']",0.9604,0.0
Gold,2024-01-23,365,-29.951218116238486,252,GC=F,"['PPLT', 'PALL']",0.8496,0.3662
Gold,2024-01-23,365,-34.830652708759885,252,GC=F,"['PPLT', 'PALL']",0.8195,0.3662
Gold,2024-01-26,365,-29.951218116238486,252,GC=F,"['PPLT', 'PALL']",0.8496,0.3662
Gold,2024-01-26,365,-34.830652708759885,252,GC=F,"['PPLT', 'PALL']",0.8195,0.3662
Gold,2024-02-13,365,-0.0,252,GC=F,"['PALL', 'PPLT']",0.8843,0.0
Gold,2024-02-13,365,-0.0,252,GC=F,"['PPLT', 'PALL']",0.8345,0.0
Gold,2024-02-28,182,-60.66088983121364,126,GC=F,"['PALL', 'PPLT']",0.9604,0.0
Gold,2024-03-04,182,-60.66088983121364,126,GC=F,"['PALL', 'PPLT']",0.9604,0.0
Gold,2024-04-22,182,-60.66088983121364,126,GC=F,"['PALL', 'PPLT']",0.9604,0.0
Gold,2024-04-30,182,-60.66088983121364,126,GC=F,"['PALL', 'PPLT']",0.9604,0.0
Gold,2024-06-05,365,-29.951218116238486,252,GC=F,"['PPLT', 'PALL']",0.8496,0.3662
Gold,2024-06-05,365,-34.830652708759885,252,GC=F,"['PPLT', 'PALL']",0.8195,0.3662
Gold,2024-06-18,365,-29.951218116238486,252,GC=F,"['PPLT', 'PALL']",0.8496,0.3662
Gold,2024-06-18,365,-34.830652708759885,252,GC=F,"['PPLT', 'PALL']",0.8195,0.3662
Gold,2024-07-23,365,-29.951218116238486,252,GC=F,"['PPLT', 'PALL']",0.8496,0.3662
Gold,2024-07-23,365,-34.830652708759885,252,GC=F,"['PPLT', 'PALL']",0.8195,0.3662
Gold,2024-07-26,365,-29.951218116238486,252,GC=F,"['PPLT', 'PALL']",0.8496,0.3662
Gold,2024-07-26,365,-34.830652708759885,252,GC=F,"['PPLT', 'PALL']",0.8195,0.3662
Gold,2024-08-05,365,-29.951218116238486,252,GC=F,"['PPLT', 'PALL']",0.8496,0.3662
Gold,2024-08-05,365,-34.830652708759885,252,GC=F,"['PPLT', 'PALL']",0.8195,0.3662
Gold,2024-08-07,182,-60.66088983121364,126,GC=F,"['PALL', 'PPLT']",0.9604,0.0
Gold,2024-08-12,182,-60.66088983121364,126,GC=F,"['PALL', 'PPLT']",0.9604,0.0
Gold,2024-09-23,365,-25.671613691895434,252,GC=F,"['PALL', 'PPLT']",0.8384,0.3662
Gold,2024-11-12,365,-29.951218116238486,252,GC=F,"['PPLT', 'PALL']",0.8496,0.3662
Gold,2024-11-12,365,-34.830652708759885,252,GC=F,"['PPLT', 'PALL']",0.8195,0.3662
Gold,2024-11-26,365,-29.951218116238486,252,GC=F,"['PPLT', 'PALL']",0.8496,0.3662
Gold,2024-11-26,365,-34.830652708759885,252,GC=F,"['PPLT', 'PALL']",0.8195,0.3662
Gold,2025-01-21,182,-60.66088983121364,126,GC=F,"['PALL', 'PPLT']",0.9604,0.0
Gold,2025-02-24,182,-60.66088983121364,126,GC=F,"['PALL', 'PPLT']",0.9604,0.0
Gold,2025-02-27,365,-25.671613691895434,252,GC=F,"['PALL', 'PPLT']",0.8384,0.3662
Gold,2025-04-04,365,-29.951218116238486,252,GC=F,"['PPLT', 'PALL']",0.8496,0.3662
Gold,2025-04-04,365,-34.830652708759885,252,GC=F,"['PPLT', 'PALL']",0.8195,0.3662
Bonds,2016-11-18,365,78.82377466213487,252,TLT,"['^FVX', '^TNX']",0.9187,1.709
Bonds,2016-11-18,365,92.71029899588125,252,TLT,"['^FVX', '^TNX', '^TYX']",0.9808,1.7918
Bonds,2017-01-03,365,78.82377466213487,252,TLT,"['^FVX', '^TNX']",0.9187,1.709
Bonds,2017-01-03,365,92.71029899588125,252,TLT,"['^FVX', '^TNX', '^TYX']",0.9808,1.7918
Bonds,2017-01-06,365,78.82377466213487,252,TLT,"['^FVX', '^TNX']",0.9187,1.709
Bonds,2017-01-06,365,92.71029899588125,252,TLT,"['^FVX', '^TNX', '^TYX']",0.9808,1.7918
Bonds,2019-08-05,365,-0.0,252,TLT,"['^TYX', '^TNX']",0.9281,1.0986
Bonds,2019-08-07,365,-0.0,252,TLT,"['^TYX', '^TNX']",0.9281,1.0986
Bonds,2019-08-12,365,-0.0,252,TLT,"['^TYX', '^TNX']",0.9281,1.0986
Bonds,2019-08-15,365,-0.0,252,TLT,"['^TYX', '^TNX']",0.9281,1.0986
Bonds,2019-08-23,365,-0.0,252,TLT,"['^TYX', '^TNX']",0.9281,1.0986
Bonds,2019-09-04,365,-0.0,252,TLT,"['^TYX', '^TNX']",0.9281,1.0986
Bonds,2020-03-09,365,-0.0,252,TLT,"['^TYX', '^TNX']",0.9281,1.0986
Bonds,2020-03-30,365,-0.0,252,TLT,"['^TYX', '^TNX']",0.9281,1.0986
Bonds,2020-04-01,91,-0.0,63,TLT,"['^FVX', '^IRX']",0.876,0.0
Bonds,2021-03-08,365,78.82377466213487,252,TLT,"['^FVX', '^TNX']",0.9187,1.709
Bonds,2021-03-08,365,92.71029899588125,252,TLT,"['^FVX', '^TNX', '^TYX']",0.9808,1.7918
Bonds,2021-03-29,365,78.82377466213487,252,TLT,"['^FVX', '^TNX']",0.9187,1.709
Bonds,2021-03-29,365,92.71029899588125,252,TLT,"['^FVX', '^TNX', '^TYX']",0.9808,1.7918
Bonds,2021-04-05,365,78.82377466213487,252,TLT,"['^FVX', '^TNX']",0.9187,1.709
Bonds,2021-04-05,365,92.71029899588125,252,TLT,"['^FVX', '^TNX', '^TYX']",0.9808,1.7918
Bonds,2022-03-25,365,78.82377466213487,252,TLT,"['^FVX', '^TNX']",0.9187,1.709
Bonds,2022-03-25,365,92.71029899588125,252,TLT,"['^FVX', '^TNX', '^TYX']",0.9808,1.7918
Bonds,2022-04-04,365,78.82377466213487,252,TLT,"['^FVX', '^TNX']",0.9187,1.709
Bonds,2022-04-04,365,92.71029899588125,252,TLT,"['^FVX', '^TNX', '^TYX']",0.9808,1.7918
Bonds,2022-04-26,365,78.82377466213487,252,TLT,"['^FVX', '^TNX']",0.9187,1.709
Bonds,2022-04-26,365,92.71029899588125,252,TLT,"['^FVX', '^TNX', '^TYX']",0.9808,1.7918
Bonds,2022-05-02,365,92.71029899588125,252,TLT,"['^FVX', '^TNX', '^TYX']",0.9808,1.7918
Bonds,2022-06-06,365,78.82377466213487,252,TLT,"['^FVX', '^TNX']",0.9187,1.709
Bonds,2022-06-06,365,92.71029899588125,252,TLT,"['^FVX', '^TNX', '^TYX']",0.9808,1.7918
Bonds,2022-06-14,365,78.82377466213487,252,TLT,"['^FVX', '^TNX']",0.9187,1.709
Bonds,2022-06-14,365,92.71029899588125,252,TLT,"['^FVX', '^TNX', '^TYX']",0.9808,1.7918
Bonds,2022-09-22,365,78.82377466213487,252,TLT,"['^FVX', '^TNX']",0.9187,1.709
Bonds,2022-09-22,365,92.71029899588125,252,TLT,"['^FVX', '^TNX', '^TYX']",0.9808,1.7918
Bonds,2022-10-04,365,92.71029899588125,252,TLT,"['^FVX', '^TNX', '^TYX']",0.9808,1.7918
Bonds,2022-10-25,365,92.71029899588125,252,TLT,"['^FVX', '^TNX', '^TYX']",0.9808,1.7918
Bonds,2022-11-08,365,78.82377466213487,252,TLT,"['^FVX', '^TNX']",0.9187,1.709
Bonds,2022-11-08,365,92.71029899588125,252,TLT,"['^FVX', '^TNX', '^TYX']",0.9808,1.7918
Bonds,2023-07-06,365,78.82377466213487,252,TLT,"['^FVX', '^TNX']",0.9187,1.709
Bonds,2023-09-21,365,78.82377466213487,252,TLT,"['^FVX', '^TNX']",0.9187,1.709
Bonds,2023-09-21,365,92.71029899588125,252,TLT,"['^FVX', '^TNX', '^TYX']",0.9808,1.7918
Bonds,2023-09-25,365,78.82377466213487,252,TLT,"['^FVX', '^TNX']",0.9187,1.709
Bonds,2023-09-25,365,92.71029899588125,252,TLT,"['^FVX', '^TNX', '^TYX']",0.9808,1.7918
Bonds,2023-09-27,365,78.82377466213487,252,TLT,"['^FVX', '^TNX']",0.9187,1.709
Bonds,2023-09-27,365,92.71029899588125,252,TLT,"['^FVX', '^TNX', '^TYX']",0.9808,1.7918
Bonds,2023-10-02,365,78.82377466213487,252,TLT,"['^FVX', '^TNX']",0.9187,1.709
Bonds,2023-10-03,365,92.71029899588125,252,TLT,"['^FVX', '^TNX', '^TYX']",0.9808,1.7918
Bonds,2023-10-06,365,78.82377466213487,252,TLT,"['^FVX', '^TNX']",0.9187,1.709
Bonds,2023-10-06,365,92.71029899588125,252,TLT,"['^FVX', '^TNX', '^TYX']",0.9808,1.7918
Bonds,2023-10-12,365,78.82377466213487,252,TLT,"['^FVX', '^TNX']",0.9187,1.709
Bonds,2023-10-12,365,92.71029899588125,252,TLT,"['^FVX', '^TNX', '^TYX']",0.9808,1.7918
Bonds,2023-10-17,365,78.82377466213487,252,TLT,"['^FVX', '^TNX']",0.9187,1.709
Bonds,2023-10-17,365,92.71029899588125,252,TLT,"['^FVX', '^TNX', '^TYX']",0.9808,1.7918
Bonds,2023-10-25,365,78.82377466213487,252,TLT,"['^FVX', '^TNX']",0.9187,1.709
Bonds,2023-10-25,365,92.71029899588125,252,TLT,"['^FVX', '^TNX', '^TYX']",0.9808,1.7918
Bonds,2023-10-31,365,78.82377466213487,252,TLT,"['^FVX', '^TNX']",0.9187,1.709
Bonds,2023-10-31,365,92.71029899588125,252,TLT,"['^FVX', '^TNX', '^TYX']",0.9808,1.7918
Bonds,2024-11-06,365,78.82377466213487,252,TLT,"['^FVX', '^TNX']",0.9187,1.709
