seg_start,seg_end,raw_mae,corrected_mae,transferred_ok,delta
2018-01-03,2018-01-09,0.17023178111328893,0.360047355397327,False,0.18981557428403809
2018-01-10,2018-01-17,0.1855053271292968,0.3623290591934507,False,0.17682373206415392
2018-01-18,2018-01-24,0.17361885903243815,0.3144592628809723,False,0.14084040384853416
2018-01-25,2018-01-31,0.1812514459510864,0.32068977204409,False,0.1394383260930036
2018-02-01,2018-02-07,0.16484219707710468,0.30230682494271444,False,0.13746462786560976
2018-02-08,2018-02-14,0.15023122356135088,0.27675922318815677,False,0.1265279996268059
2018-02-15,2018-02-22,0.14336023396761388,0.2264833857658825,False,0.08312315179826862
2018-02-23,2018-03-01,0.15891050956521266,0.21705079553442497,False,0.05814028596921231
2018-03-02,2018-03-08,0.15456125950313174,0.2214065535803882,False,0.06684529407725645
2018-03-09,2018-03-15,0.15532409122297025,0.23531697279909922,False,0.07999288157612897
2018-03-16,2018-03-22,0.16155357675310017,0.24208673086645555,False,0.08053315411335538
2018-03-23,2018-03-29,0.1302019290651251,0.22115380976492202,False,0.09095188069979693
2018-04-02,2018-04-06,0.09881913481836527,0.19453621609515498,False,0.09571708127678971
2018-04-09,2018-04-13,0.0863604414289704,0.1372571740789724,False,0.050896732650002
2018-04-16,2018-04-20,0.026672021679801865,0.07581077542382822,False,0.049138753744026355
2018-04-23,2018-04-27,0.013811633193419808,0.049403052037036196,False,0.035591418843616385
2018-04-30,2018-05-04,0.01378441168022868,0.026712519205743634,False,0.012928107525514954
2018-05-07,2018-05-11,0.05756188335446718,0.0903143932872966,False,0.03275250993282942
2018-05-14,2018-05-18,0.06509813672464014,0.09304395935387351,False,0.02794582262923337
2018-05-21,2018-05-25,0.07341431481536777,0.09986357265654384,False,0.026449257841176077
2018-05-29,2018-06-04,0.06795098468963047,0.19798088034761158,False,0.13002989565798112
2018-06-05,2018-06-11,0.07210693481947403,0.20157438765431893,False,0.1294674528348449
2018-06-12,2018-06-18,0.06108905320962582,0.19041206007619124,False,0.12932300686656542
2018-06-19,2018-06-25,0.04684224078250814,0.16515826620871313,False,0.11831602542620498
2018-06-26,2018-07-02,0.01582739679950564,0.11545622980459433,False,0.0996288330050887
2018-07-03,2018-07-10,0.014909058413999763,0.14339623076999095,False,0.1284871723559912
