ticker,seg_idx,test_seg_start,quantile_map_flagged_ok,overfit_mae_features,overfit_mae_priceonly
GLD,56,2022-01-27,False,0.019583888926083513,0.021476155049542315
GLD,57,2022-03-01,True,0.024563359315965937,0.025004690882362166
GLD,58,2022-03-31,False,0.06308460701542223,0.057115583919897454
GLD,59,2022-05-03,False,0.03382173756848216,0.023263257638229038
GLD,60,2022-06-03,False,0.05978782964466483,0.06815042795519513
GLD,61,2022-07-07,True,0.012868645744738587,0.1063202335420888
GLD,62,2022-08-08,True,0.02447305404386863,0.02431092749456544
GLD,63,2022-09-08,True,0.013388691718649233,0.023339481377460922
GLD,64,2022-10-10,True,0.028407460149965424,0.02739058516855829
GLD,65,2022-11-09,True,0.08512791569029025,0.08134288490859415
GLD,66,2022-12-12,False,0.04386262558200896,0.052692555450513635
GLD,67,2023-01-13,False,0.02569844004405515,0.024047374976171484
GLD,68,2023-02-15,True,0.04169410192698252,0.051194878369430624
GLD,69,2023-03-20,False,0.06545463191575578,0.05154482659058712
GLD,70,2023-04-20,True,0.02026704430198618,0.016167010662792036
GLD,71,2023-05-22,True,0.0882818345262436,0.07287408325738112
GLD,72,2023-06-23,True,0.1169194463615104,0.09871681019832423
GLD,73,2023-07-26,True,0.033067377845484726,0.038116797110954746
GLD,74,2023-08-25,True,0.0236733767384685,0.018182128331451268
GLD,75,2023-09-27,True,0.04315469338527399,0.040620389218265746
GLD,76,2023-10-27,True,0.027998334473381473,0.024691939752158432
GLD,77,2023-11-29,True,0.027580873752541687,0.02016934908464981
GLD,78,2024-01-02,True,0.04232474733067963,0.05187269672724523
GLD,79,2024-02-02,True,0.026306328542861412,0.03125004751300445
GLD,80,2024-03-06,False,0.07565582563089414,0.0821766203790454
GLD,81,2024-04-08,False,0.05807383853628401,0.04180004808728061
GLD,82,2024-05-08,True,0.013464105420144323,0.03965383040052595
GLD,83,2024-06-10,True,0.024728179316863563,0.05710863285301109
GLD,84,2024-07-12,True,0.07267751288710124,0.041393372198657206
GLD,85,2024-08-13,True,0.032416108637790944,0.03508849346045511
GLD,86,2024-09-13,True,0.0504097505125622,0.04127330655971078
GLD,87,2024-10-15,True,0.02476852327013812,0.035198803183018317
GLD,88,2024-11-14,True,0.0601513278338047,0.0795665860958413
GLD,89,2024-12-17,True,0.0949101584711079,0.10450097828721111
GLD,90,2025-01-22,True,0.10046375163465306,0.07656998581327254
GLD,91,2025-02-24,True,0.02020583655951537,0.0192330348289992
GLD,92,2025-03-26,True,0.030044220581071136,0.03344258733003162
GLD,93,2025-04-28,True,0.06580982662874289,0.050809955260477595
GLD,94,2025-05-29,True,0.0942311420657158,0.07331002587177973
GLD,95,2025-07-01,True,0.03332710223593344,0.05721596925039525
GLD,96,2025-08-01,True,0.06114230948494737,0.051617015619391665
JPM,0,2014-03-11,True,0.03969578643552283,0.03747085904191444
JPM,1,2014-04-11,True,0.11282462902224265,0.1129463599950315
JPM,2,2014-05-15,True,0.03673018888207484,0.05223344391923692
JPM,3,2014-06-18,True,0.009710834876478707,0.021403903017539284
JPM,4,2014-07-22,True,0.02117227643792188,0.01957569786233847
JPM,5,2014-08-22,False,0.11807407541794276,0.12239920141356478
JPM,6,2014-09-25,False,0.04826430314171347,0.05304707952894898
JPM,7,2014-10-28,False,0.009424915823464884,0.06845427833353429
JPM,8,2014-12-01,False,0.04161721276350957,0.03301668542896461
JPM,9,2015-01-05,False,0.02035542965516609,0.07576177425006694
JPM,10,2015-02-06,True,0.05876760832901214,0.07059878045619303
JPM,11,2015-03-12,True,0.020878040276912667,0.029308798283424534
JPM,12,2015-04-15,True,0.03543734049961032,0.032061060173014785
JPM,13,2015-05-18,True,0.04847905112934924,0.03812626576613261
JPM,14,2015-06-19,False,0.05867409989296024,0.06368308133591664
JPM,15,2015-07-23,True,0.05254511061324281,0.06263558335682229
JPM,16,2015-08-25,False,0.05816161140855149,0.11077409330150799
JPM,17,2015-09-28,False,0.017601786873656617,0.01966488161861912
JPM,18,2015-10-29,True,0.06625848188034698,0.05830570263179327
JPM,19,2015-12-02,False,0.0885038377610158,0.14117618188854483
JPM,20,2016-01-06,True,0.13725231722848236,0.12868828997435985
JPM,21,2016-02-09,True,0.12740447748325281,0.053169174907745004
JPM,22,2016-03-14,True,0.0617246531023196,0.055396734338408846
JPM,23,2016-04-15,True,0.04726919119781768,0.07159896325546714
JPM,24,2016-05-18,True,0.05215671103418141,0.04819844009989669
JPM,25,2016-06-21,True,0.03964149358393082,0.11205971285040843
JPM,26,2016-07-25,True,0.014069955651787022,0.02398434658842497
JPM,27,2016-08-25,True,0.023339679704628677,0.03198466046735394
JPM,28,2016-09-28,True,0.02090885796834258,0.03942023850458976
JPM,29,2016-10-31,True,0.10091205438626405,0.09593046209751875
JPM,30,2016-12-02,False,0.1307055805313421,0.047519620530898095
JPM,31,2017-01-06,True,0.04907251271644935,0.05828265559384348
JPM,32,2017-02-09,True,0.023768125935842047,0.04514898128804381
JPM,33,2017-03-15,True,0.020149421555946023,0.022778592400484063
JPM,34,2017-04-18,True,0.031596848480014594,0.027091840903414564
JPM,35,2017-05-19,True,0.02787328731889707,0.029827393934970272
JPM,36,2017-06-22,False,0.049828679598367176,0.0895967572884887
JPM,37,2017-07-26,True,0.009655575570916208,0.0634767968807933
JPM,38,2017-08-28,True,0.015325288921729347,0.015638271073716105
JPM,39,2017-09-29,False,0.08993884187561157,0.12105848594584999
JPM,40,2017-11-01,False,0.04980745379979336,0.03217273707997911
JPM,41,2017-12-05,False,0.16197124238963606,0.1684857112667199
JPM,42,2018-01-09,False,0.011803352805147856,0.03491755380794464
JPM,43,2018-02-12,True,0.012735085576095834,0.019170883813120373
JPM,44,2018-03-16,True,0.03899936060374913,0.049216611387882
JPM,45,2018-04-19,False,0.040472170592132595,0.0957847113745322
JPM,46,2018-05-22,False,0.016006114849452073,0.030459493855884506
JPM,47,2018-06-25,False,0.0437483321594094,0.0622208772210099
JPM,48,2018-07-27,False,0.0928309551081566,0.11054711924930105
JPM,49,2018-08-29,False,0.05484699725858499,0.07548272882784653
JPM,50,2018-10-02,False,0.10494073458578158,0.10409306765824854
JPM,51,2018-11-02,False,0.024907419937928613,0.10273862785081242
JPM,52,2018-12-07,False,0.08038970884338252,0.1607550667975213
JPM,53,2019-01-11,True,0.02391895922174668,0.0657903606967669
JPM,54,2019-02-14,False,0.21087395579402668,0.21230916885256562
JPM,55,2019-03-20,False,0.24718633475752547,0.2761847740164538
JPM,56,2019-04-23,False,0.15759888087943566,0.06038145898355498
JPM,57,2019-05-24,False,0.12254093303793148,0.13720821482502948
JPM,58,2019-06-27,False,0.06559970315948775,0.11649440986317247
JPM,59,2019-07-31,True,0.08584803393112254,0.0698476841878744
JPM,60,2019-09-03,True,0.06785045603828042,0.07972961378862298
JPM,61,2019-10-04,True,0.05216487739150604,0.050189922947907376
JPM,62,2019-11-06,True,0.11855154079394802,0.09173302165398288
JPM,63,2019-12-10,True,0.04080087014342418,0.04732367700378059
JPM,64,2020-01-14,True,0.026158218551403975,0.08889250067420552
JPM,65,2020-02-18,False,0.2791964692999624,0.3326563077560902
JPM,66,2020-03-20,True,0.05422619758516728,0.17124745426615015
JPM,67,2020-04-23,True,0.08944140245414343,0.08840310873678424
JPM,68,2020-05-27,True,0.13300664273788057,0.10828443555001203
JPM,69,2020-06-29,True,0.01678772375443254,0.05510995267959046
JPM,70,2020-07-31,True,0.03685826396692582,0.02696839244160714
JPM,71,2020-09-02,True,0.04445497384715149,0.0444942841983044
JPM,72,2020-10-06,True,0.032401185914357665,0.053908458504660375
JPM,73,2020-11-06,True,0.17538049090778982,0.18545961598148059
JPM,74,2020-12-10,False,0.12438077369293656,0.07691476599668283
JPM,75,2021-01-14,True,0.07692784074719898,0.13306981182672067
JPM,76,2021-02-18,True,0.14029954667992775,0.18984703576582826
JPM,77,2021-03-23,True,0.03554013981759513,0.06084982381800799
JPM,78,2021-04-26,True,0.09575133107903558,0.13756142603314506
JPM,79,2021-05-27,True,0.029309416667112807,0.04407963018026762
JPM,80,2021-06-30,True,0.024245160795581155,0.048748066952834644
JPM,81,2021-08-03,True,0.028944651487136416,0.03345138985856109
JPM,82,2021-09-03,True,0.05210776221018008,0.057506272607180865
JPM,83,2021-10-07,True,0.117215516487585,0.07033532349801763
JPM,84,2021-11-09,True,0.0503190883548956,0.1362995411103233
JPM,85,2021-12-13,True,0.02032393606443245,0.038576363066060396
JPM,86,2022-01-14,False,0.10534624036956884,0.10420648736938758
JPM,87,2022-02-17,False,0.05467489580358105,0.059573419000318976
JPM,88,2022-03-23,False,0.07552291910103093,0.06827145920846307
JPM,89,2022-04-26,False,0.04704178738709163,0.11016763497102844
JPM,90,2022-05-27,False,0.09854333429675409,0.0560222755967864
JPM,91,2022-07-01,True,0.08719339707625444,0.14096179760982014
JPM,92,2022-08-04,True,0.07544353785844936,0.05629142284357604
JPM,93,2022-09-07,True,0.026598957716549684,0.038705125274041775
JPM,94,2022-10-10,False,0.13432939689507,0.09373305228949506
JPM,95,2022-11-10,False,0.1479964930691362,0.06761723951404468
JPM,96,2022-12-14,True,0.0801040277319383,0.09032452795638676
JPM,97,2023-01-19,True,0.022336961511093236,0.02793458235980145
JPM,98,2023-02-22,True,0.10274303275501913,0.11119264222410591
JPM,99,2023-03-27,True,0.04810341345187376,0.08607796918778954
JPM,100,2023-04-28,True,0.06741469859748285,0.05733365814567232
JPM,101,2023-06-01,True,0.017382820788102694,0.03364822161503158
JPM,102,2023-07-06,True,0.04612844207309512,0.043552839090844245
JPM,103,2023-08-08,True,0.11765426798797426,0.10429009166827309
JPM,104,2023-09-11,True,0.015026230137539835,0.039083813746082725
JPM,105,2023-10-12,True,0.04593153654744103,0.09934672697352973
JPM,106,2023-11-14,True,0.038207178462600466,0.04424407262575144
JPM,107,2023-12-18,True,0.06379965374052024,0.0863749760835312
JPM,108,2024-01-23,True,0.02692201311854878,0.06373084262671123
JPM,109,2024-02-26,False,0.18961630420445202,0.2070220236716565
JPM,110,2024-03-28,True,0.05067501320139736,0.07168803744586104
JPM,111,2024-05-01,True,0.056309721579302245,0.07101430988392737
JPM,112,2024-06-04,True,0.07704996328667002,0.05666483335073056
JPM,113,2024-07-09,True,0.02218433607766623,0.033541214863031896
JPM,114,2024-08-09,True,0.04274253750734079,0.03416098181998697
JPM,115,2024-09-12,True,0.03100674681420553,0.04841532547441933
JPM,116,2024-10-15,True,0.03339297058629227,0.09604251567938675
JPM,117,2024-11-15,True,0.04474951234015388,0.05613345888070214
JPM,118,2024-12-19,True,0.08641226621960586,0.06758502033918552
JPM,119,2025-01-27,False,0.02287793895735308,0.14799563573288568
JPM,120,2025-02-28,False,0.044146333582874155,0.05790845548738551
JPM,121,2025-04-02,False,0.09654843084547492,0.0930882422860749
AAPL,0,2014-03-07,True,0.05601096871104578,0.024927970916906614
AAPL,1,2014-04-08,False,0.06257689618756203,0.052024284241686834
AAPL,2,2014-05-09,False,0.04635616511838207,0.07809753665915853
AAPL,3,2014-06-11,True,0.05596435902359531,0.09244220436748267
AAPL,4,2014-07-14,True,0.04578307372362364,0.07234533306589373
AAPL,5,2014-08-13,True,0.09120266564331544,0.15694624299802962
AAPL,6,2014-09-15,True,0.03292592605096112,0.03520353094466793
AAPL,7,2014-10-15,True,0.028689939521081512,0.028088230511228593
AAPL,8,2014-11-14,True,0.09735724860826332,0.09096454353625258
AAPL,9,2014-12-17,True,0.10642614562090086,0.08553537149427158
AAPL,10,2015-01-21,True,0.09011254816324295,0.1503444525493366
AAPL,11,2015-02-23,True,0.03605832846541043,0.057577790738920664
AAPL,12,2015-03-25,True,0.03224982248168644,0.07203831258455744
AAPL,13,2015-04-27,True,0.08962651823534565,0.15558613151173423
AAPL,14,2015-05-28,True,0.02465131439998759,0.03246832036403571
AAPL,15,2015-06-29,True,0.05842980689617179,0.038585703339208306
AAPL,16,2015-07-30,True,0.11097694511762687,0.18412241072401578
AAPL,17,2015-08-31,True,0.030934285486924718,0.06298843977323036
AAPL,18,2015-10-01,True,0.02629149324084679,0.0536879703880971
AAPL,19,2015-11-02,True,0.06817746915176563,0.08650853922990402
AAPL,20,2015-12-03,True,0.08307686434347694,0.10793085981868912
AAPL,21,2016-01-06,False,0.13889882767712952,0.15766642631008432
AAPL,22,2016-02-08,True,0.017319188523272373,0.11354980410635344
AAPL,23,2016-03-10,False,0.034277863308209165,0.05170556258214121
AAPL,24,2016-04-12,True,0.09703381866216158,0.0950560170682928
AAPL,25,2016-05-12,True,0.050988494187905804,0.14942093339027157
AAPL,26,2016-06-14,False,0.08804997336806243,0.05552860497094319
AAPL,27,2016-07-15,True,0.034017610961970784,0.02924137137724301
AAPL,28,2016-08-16,True,0.02664903859079587,0.025349236430851983
AAPL,29,2016-09-16,False,0.06894992357745063,0.09035425319936681
AAPL,30,2016-10-18,True,0.09555460967166232,0.09429326270242183
AAPL,31,2016-11-17,False,0.07231262759019069,0.07035048868355132
AAPL,32,2016-12-20,False,0.015386239040792277,0.04522540162282844
AAPL,33,2017-01-24,False,0.14869776287646344,0.14599120458172257
AAPL,34,2017-02-24,False,0.027450682067416413,0.057944828797043074
AAPL,35,2017-03-28,True,0.03549126339361189,0.061051841049567096
AAPL,36,2017-04-28,True,0.02112084017448682,0.04476116325415737
AAPL,37,2017-05-31,False,0.020233262610284134,0.03495107693188282
AAPL,38,2017-06-30,True,0.016804875801990637,0.03432837739342669
AAPL,39,2017-08-02,False,0.03949152955362742,0.03968651275300994
AAPL,40,2017-09-01,True,0.04384717862112209,0.04965322479487457
AAPL,41,2017-10-04,False,0.07284778274612602,0.04725119545622968
AAPL,42,2017-11-03,False,0.15588974319481272,0.24876944972020587
AAPL,43,2017-12-06,True,0.1508173484384805,0.13958559146077568
AAPL,44,2018-01-09,True,0.06506001034153533,0.07547664975324028
AAPL,45,2018-02-09,True,0.06258107995381444,0.10386469505294325
AAPL,46,2018-03-14,True,0.10212134394884097,0.09652986775986104
AAPL,47,2018-04-16,True,0.0710806267740959,0.081547189163612
AAPL,48,2018-05-16,True,0.13360245135363036,0.1918632981292502
AAPL,49,2018-06-18,True,0.1020587248583595,0.11288234004583174
AAPL,50,2018-07-19,True,0.062087169993027234,0.06471244954087267
AAPL,51,2018-08-20,True,0.10431558019968613,0.06535891966304018
AAPL,52,2018-09-20,True,0.043319379014213635,0.05684131906908902
AAPL,53,2018-10-22,False,0.1371919812431934,0.17245740569946097
AAPL,54,2018-11-21,False,0.2906437181239321,0.22524733508812333
AAPL,55,2018-12-26,False,0.06479534443569657,0.2514969462463384
AAPL,56,2019-01-29,True,0.11206150192502672,0.10707446692612725
AAPL,57,2019-03-01,False,0.13340305658994836,0.2435664816487818
AAPL,58,2019-04-02,False,0.13962718082635722,0.1427138460813614
AAPL,59,2019-05-03,True,0.24953677496942106,0.22034238427158287
AAPL,60,2019-06-05,True,0.018599353052547396,0.07847292899665881
AAPL,61,2019-07-08,True,0.06400144766877496,0.06484947667450003
AAPL,62,2019-08-07,True,0.06283227876463199,0.18650245502763993
AAPL,63,2019-09-09,True,0.16588070869145286,0.13255599551230082
AAPL,64,2019-10-09,True,0.06060710781500926,0.08604687732157887
AAPL,65,2019-11-08,True,0.037165222178295744,0.08242466854506302
AAPL,66,2019-12-11,True,0.032840658893150416,0.034548051520249305
AAPL,67,2020-01-14,True,0.04744687436754173,0.05476194560579039
AAPL,68,2020-02-14,True,0.098287818234627,0.06419201866932724
AAPL,69,2020-03-18,True,0.033743893505317646,0.1760755905898778
AAPL,70,2020-04-20,True,0.1074171485111019,0.11501998420114937
AAPL,71,2020-05-20,False,0.05628254841548425,0.08195812702265454
AAPL,72,2020-06-22,False,0.013091228430210022,0.023557698962540265
AAPL,73,2020-07-23,True,0.1034922778661605,0.11339903908695442
AAPL,74,2020-08-24,False,0.1608424064069725,0.12455513792754512
AAPL,75,2020-09-24,True,0.04213658020778048,0.04892778158734515
AAPL,76,2020-10-26,False,0.10234946313214377,0.05384645921212912
AAPL,77,2020-11-25,False,0.056291188996088586,0.05930137827083031
AAPL,78,2020-12-29,False,0.1118097172347088,0.06957377985068257
AAPL,79,2021-02-01,True,0.044386259762674456,0.04986300875042613
AAPL,80,2021-03-04,False,0.04424137927427285,0.06455606186593714
AAPL,81,2021-04-06,False,0.10151173798516665,0.0872205099020209
AAPL,82,2021-05-06,True,0.04885166427282656,0.09005146689697252
AAPL,83,2021-06-08,True,0.114899510442307,0.11860804548448269
AAPL,84,2021-07-09,True,0.04027244511714171,0.04884092979951331
AAPL,85,2021-08-10,True,0.07376152447416252,0.0557686052160744
AAPL,86,2021-09-10,True,0.034216826384537775,0.0676214973710866
AAPL,87,2021-10-12,True,0.06276572669132552,0.05675963371801576
AAPL,88,2021-11-11,True,0.05838084824277432,0.08826796604785268
AAPL,89,2021-12-14,True,0.276396363828008,0.2342358397085536
AAPL,90,2022-01-14,True,0.1710969204339077,0.15630975366122718
AAPL,91,2022-02-16,True,0.0440909522089691,0.08461492693205196
AAPL,92,2022-03-21,False,0.036314677559303246,0.06120557651027955
AAPL,93,2022-04-21,False,0.14053325466336808,0.1359794741904394
AAPL,94,2022-05-23,False,0.06845880826303244,0.14188552344810737
AAPL,95,2022-06-24,True,0.04928246957171079,0.07645682314651875
AAPL,96,2022-07-27,True,0.15878224442070013,0.1716914281309629
AAPL,97,2022-08-26,False,0.07289752717296644,0.06326350658201503
AAPL,98,2022-09-28,False,0.07693558241735515,0.06955307511311952
AAPL,99,2022-10-28,False,0.04662743912040686,0.057386097631432056
AAPL,100,2022-11-30,False,0.052964983566436814,0.10344330574851118
AAPL,101,2023-01-03,True,0.08771716687634633,0.05136878106861064
AAPL,102,2023-02-03,False,0.04653379005369785,0.1224835922995749
AAPL,103,2023-03-08,False,0.045397690728252255,0.1168797661856598
AAPL,104,2023-04-10,True,0.034748477034025456,0.03621056246493576
AAPL,105,2023-05-10,False,0.05265451284956096,0.07005501349561737
AAPL,106,2023-06-12,False,0.0594532407432687,0.06483185223475703
AAPL,107,2023-07-14,True,0.05695828015678113,0.03482414799585061
AAPL,108,2023-08-15,True,0.03503096355934049,0.06686126945775465
AAPL,109,2023-09-15,True,0.08342498559320358,0.037274334565065376
AAPL,110,2023-10-17,False,0.045833393783442505,0.038920134467553866
AAPL,111,2023-11-16,False,0.029974051921754296,0.05108540034275621
AAPL,112,2023-12-19,False,0.03672354737163274,0.04450992765136126
AAPL,113,2024-01-23,False,0.02153584822923874,0.04343766340350808
AAPL,114,2024-02-23,False,0.019030991401233585,0.04609383516856087
AAPL,115,2024-03-26,True,0.0732791288654751,0.09347492064272846
AAPL,116,2024-04-26,False,0.060266583381406266,0.09105775675545455
AAPL,117,2024-05-29,False,0.045117677752687116,0.10358216640677603
AAPL,118,2024-07-01,True,0.0726745879229821,0.0690581368218543
AAPL,119,2024-08-01,True,0.13774669706698658,0.08472637190399711
AAPL,120,2024-09-03,True,0.08862459353814403,0.09135221267049017
AAPL,121,2024-10-03,False,0.043837937761906934,0.031421087408727594
AAPL,122,2024-11-04,False,0.013136454333495296,0.05651718060191636
AAPL,123,2024-12-05,False,0.05632861094935151,0.09383329277998023
AAPL,124,2025-01-08,False,0.05926359955606985,0.05228204026779912
AAPL,125,2025-02-11,True,0.04400262299350775,0.027074662216397972
AAPL,126,2025-03-14,False,0.11132066126281813,0.08689054002806715
AAPL,127,2025-04-15,True,0.06130569830597211,0.17127889745491
XLK,0,2017-03-08,True,0.022615276650718674,0.022180002301884258
XLK,1,2017-04-07,True,0.01819335622615316,0.04018939408815048
XLK,2,2017-05-10,True,0.020033996717131856,0.037415058542948715
XLK,3,2017-06-12,True,0.02503641042633418,0.03233501638793815
XLK,4,2017-07-13,True,0.018713212391268955,0.051111611197983284
XLK,5,2017-08-14,True,0.02237623683810733,0.04098412534605977
XLK,6,2017-09-14,True,0.022821279426708026,0.01722981922147113
XLK,7,2017-10-16,True,0.03224939066587998,0.02862054118829679
XLK,8,2017-11-15,True,0.014249181303493497,0.01651073045404912
XLK,9,2017-12-18,False,0.0435588150184162,0.047552869060389864
XLK,10,2018-01-22,True,0.05393674801351733,0.07190641099029718
XLK,11,2018-02-22,True,0.0865473332876808,0.07708116574457742
XLK,12,2018-03-26,True,0.027991181484778572,0.03926289865941451
XLK,13,2018-04-26,True,0.014173355345070148,0.04331532526837188
XLK,14,2018-05-29,True,0.023104447962008133,0.02256308178624117
XLK,15,2018-06-28,False,0.02905689324979766,0.05827141997202501
XLK,16,2018-07-31,True,0.08405902191728214,0.04848366872784083
XLK,17,2018-08-30,True,0.0919625119208996,0.03731246523300599
XLK,18,2018-10-02,False,0.09842833037255344,0.09310703817788829
XLK,19,2018-11-01,True,0.06192922808727812,0.04102158590176134
XLK,20,2018-12-04,True,0.0671195314333275,0.0966784424522388
XLK,21,2019-01-08,True,0.013630857854137167,0.019134451905322536
XLK,22,2019-02-08,True,0.012019773816359648,0.02612130482875741
XLK,23,2019-03-13,True,0.014692524317983534,0.016730888642799216
XLK,24,2019-04-12,True,0.02744053455586801,0.032838870887523006
XLK,25,2019-05-15,True,0.09446128615571871,0.08980924912090331
XLK,26,2019-06-17,False,0.10819632436527592,0.2297063510741262
XLK,27,2019-07-18,False,0.06684986697714554,0.12848836634863622
XLK,28,2019-08-19,True,0.06716682912665699,0.09615996665336611
XLK,29,2019-09-19,True,0.0272933185668477,0.057777871622563044
XLK,30,2019-10-21,True,0.02889307565083629,0.028269125345017052
XLK,31,2019-11-20,True,0.0412144681706936,0.04237567619859433
XLK,32,2019-12-23,True,0.03314505009646606,0.06842218341125093
XLK,33,2020-01-27,False,0.041241093993490296,0.05425199120680188
XLK,34,2020-02-27,True,0.18449524230110148,0.21609841089854773
XLK,35,2020-03-30,True,0.15677271835881823,0.10026214237458059
XLK,36,2020-04-30,True,0.029658659486661573,0.05203942170609933
XLK,37,2020-06-02,True,0.0835661560246273,0.10512070918952458
XLK,38,2020-07-02,True,0.03924403083371755,0.0324926993073646
XLK,39,2020-08-04,False,0.08251468741731016,0.11029459166803411
XLK,40,2020-09-03,True,0.07881507390317666,0.07157247357310674
XLK,41,2020-10-06,True,0.026454453652165536,0.040603871760226486
XLK,42,2020-11-05,True,0.035604418287706927,0.0340319824180593
XLK,43,2020-12-08,True,0.04607978002709865,0.06961162568265626
XLK,44,2021-01-11,True,0.036477069015432934,0.0280844808911356
XLK,45,2021-02-11,True,0.036559849634199004,0.058955209078312795
XLK,46,2021-03-16,True,0.03678172101525624,0.042042755689957606
XLK,47,2021-04-16,False,0.0496375713260339,0.10361545079311017
XLK,48,2021-05-18,False,0.06815646730138682,0.05869075531214056
XLK,49,2021-06-18,False,0.04278470196589761,0.0659830923917444
XLK,50,2021-07-21,True,0.08138009690363342,0.1260575629851389
XLK,51,2021-08-20,True,0.07711298065449862,0.07788742561723275
XLK,52,2021-09-22,True,0.029663716812748854,0.03570083302754235
XLK,53,2021-10-22,True,0.02378537747735564,0.03685894536947831
XLK,54,2021-11-23,True,0.13319234375885153,0.10014545822521487
XLK,55,2021-12-27,True,0.04844594188537918,0.1003667152404455
XLK,56,2022-01-27,True,0.03857330767663237,0.11118017834633101
XLK,57,2022-03-01,True,0.034248318142063965,0.06552954210711288
XLK,58,2022-03-31,True,0.08936768218864342,0.06618886364608721
XLK,59,2022-05-03,False,0.07682541981001512,0.18159965644066536
XLK,60,2022-06-03,False,0.0801481231762967,0.09706205980688588
XLK,61,2022-07-07,False,0.030898284136012245,0.06015848264476879
XLK,62,2022-08-08,False,0.08971169625733601,0.06078870127869707
XLK,63,2022-09-08,False,0.10484094366982709,0.16125427083478974
XLK,64,2022-10-10,True,0.0499850976196706,0.07693627801373441
XLK,65,2022-11-09,True,0.07702985989993832,0.09386595707734324
XLK,66,2022-12-12,True,0.023681889415817062,0.0300697566626121
XLK,67,2023-01-13,True,0.07589444750865273,0.05641147568305655
XLK,68,2023-02-15,True,0.04706954847433693,0.07267692506710753
XLK,69,2023-03-20,True,0.042626900574637853,0.0380971526423527
