market,n,hit_rate,pnl,roi
1x2,183,0.9180327868852459,477.5000000000001,0.05218579234972679
asian_handicap,33,0.5757575757575758,35.49999999999998,0.0215151515151515
double_chance,3287,0.9117736537876483,2977.460203866797,0.018116581708955262
over_under_2.5,81,0.5925925925925926,-559.0,-0.1380246913580247
