threshold,uncond_prob,cpe_train,lift_train,n_cond_train,n_cond_oos,hit_rate_oos,calibration_err,pred_col,ticker,rationale,horizon,q_target,source
0.005258808801037032,0.4498546511627907,0.6388059701492538,1.420027487763123,335,30,0.1,-0.5388059701492538,Europe_tmax_q90_exceed,CANE,P6: EU city → sugar,63,0.55,Paper6_city
0.01566434953683643,0.40007267441860467,0.6179104477611941,1.5444955061206231,335,30,0.03333333333333333,-0.5845771144278608,Europe_tmax_q90_exceed,CANE,P6: EU city → sugar,63,0.6,Paper6_city
-0.00128601926161488,0.4498546511627907,0.6865671641791045,1.526197767222048,335,30,0.0,-0.6865671641791045,Europe_tmax_q90_exceed,CANE,P6: EU city → sugar,126,0.55,Paper6_city
0.015445119613536205,0.40007267441860467,0.6537313432835821,1.6340314774899345,335,30,0.0,-0.6537313432835821,Europe_tmax_q90_exceed,CANE,P6: EU city → sugar,126,0.6,Paper6_city
0.005258808801037032,0.4498546511627907,0.6396396396396397,1.4218806852086334,333,55,0.05454545454545454,-0.5850941850941851,Asia_tmax_q90_exceed,CANE,P6: Asia city → sugar,63,0.55,Paper6_city
0.01566434953683643,0.40007267441860467,0.6216216216216216,1.5537717554066326,333,55,0.01818181818181818,-0.6034398034398034,Asia_tmax_q90_exceed,CANE,P6: Asia city → sugar,63,0.6,Paper6_city
-0.00128601926161488,0.4498546511627907,0.6366366366366366,1.415205189033945,333,55,0.0,-0.6366366366366366,Asia_tmax_q90_exceed,CANE,P6: Asia city → sugar,126,0.55,Paper6_city
0.015445119613536205,0.40007267441860467,0.5975975975975976,1.4937226054392265,333,55,0.0,-0.5975975975975976,Asia_tmax_q90_exceed,CANE,P6: Asia city → sugar,126,0.6,Paper6_city
