zone,pred_col,pred_type,ticker,rationale,horizon,q_target,cpe_train,lift_train,uncond_prob,threshold,n_cond_train,n_cond_oos,hit_rate_oos,calibration_err,type_group
EU_Urban_Energy,EU_Urban_Energy_heatstress_30C,heatstress_30C,UNG,EU urban heat → nat gas ETF,21,0.65,0.6818181818181818,1.9482700135685207,0.3499608252807522,0.020088924468234542,44,7,0.5714285714285714,-0.11038961038961037,heat_stress
EU_Urban_Energy,EU_Urban_Energy_heatstress_30C,heatstress_30C,UNG,EU urban heat → nat gas ETF,21,0.6,0.75,1.8745104438642297,0.40010446591799426,0.00831743703778117,44,7,0.5714285714285714,-0.1785714285714286,heat_stress
Ukraine_Russia_Wheat,Ukraine_Russia_Wheat_heatstress_30C,heatstress_30C,GC=F,Black Sea wheat → gold,126,0.65,0.6021505376344086,1.7202938538224841,0.3500277213084458,0.06297182891493958,93,2,1.0,0.3978494623655914,heat_stress
EU_Urban_Energy,EU_Urban_Energy_heatstress_30C,heatstress_30C,UNG,EU urban heat → nat gas ETF,21,0.55,0.7727272727272727,1.717221548039888,0.4499869417602507,-0.003661386035690164,44,7,0.5714285714285714,-0.2012987012987013,heat_stress
Ukraine_Russia_Wheat,Ukraine_Russia_Wheat_heatstress_30C,heatstress_30C,GC=F,Black Sea wheat → gold,126,0.6,0.6774193548387096,1.6938614274640749,0.3999260765108113,0.052027737240734825,93,2,1.0,0.32258064516129037,heat_stress
EU_Urban_Energy,EU_Urban_Energy_heatstress_30C,heatstress_30C,NG=F,EU urban heat → nat gas,126,0.65,0.5806451612903226,1.658723953907339,0.350055330136481,0.12134167131994285,62,7,0.2857142857142857,-0.2949308755760369,heat_stress
EU_Urban_Energy,EU_Urban_Energy_heatstress_30C,heatstress_30C,DBB,EU urban heat → base metals,126,0.55,0.7272727272727273,1.6163460042524505,0.44994866529774125,0.024258908234410258,44,7,1.0,0.2727272727272727,heat_stress
EU_Urban_Energy,EU_Urban_Energy_heatstress_30C,heatstress_30C,NG=F,EU urban heat → nat gas,126,0.6,0.6451612903225806,1.6127545025952201,0.400036886757654,0.09059230039158339,62,7,0.42857142857142855,-0.21658986175115208,heat_stress
US_Great_Plains_Wheat,US_Great_Plains_Wheat_heatstress_32C,heatstress_32C,WEAT,US Plains wheat → wheat ETF,63,0.6,0.64,1.5997093551316983,0.40007267441860467,-0.004049932093273059,50,0,,,heat_stress
Ukraine_Russia_Wheat,Ukraine_Russia_Wheat_heatstress_30C,heatstress_30C,GC=F,Black Sea wheat → gold,126,0.55,0.6989247311827957,1.5531341767680114,0.4500092404361486,0.040621524384592954,93,2,1.0,0.30107526881720426,heat_stress
EU_Urban_Energy,EU_Urban_Energy_heatstress_30C,heatstress_30C,UNG,EU urban heat → nat gas ETF,21,0.5,0.7727272727272727,1.5458582692125011,0.4998694176025072,-0.016315572767899272,44,7,0.5714285714285714,-0.2012987012987013,heat_stress
EU_Urban_Energy,EU_Urban_Energy_heatstress_30C,heatstress_30C,DBB,EU urban heat → base metals,126,0.5,0.7727272727272727,1.5454545454545454,0.5,0.008584851752618382,44,7,1.0,0.2272727272727273,heat_stress
EU_Urban_Energy,EU_Urban_Energy_heatstress_30C,heatstress_30C,NG=F,EU urban heat → nat gas,126,0.55,0.6935483870967742,1.5411554732945532,0.450018443378827,0.05677160592567042,62,7,0.5714285714285714,-0.12211981566820285,heat_stress
EU_Urban_Energy,EU_Urban_Energy_GDD30_q90,GDD30_q90,DBB,EU urban heat → base metals,126,0.5,0.7676056338028169,1.5352112676056338,0.5,0.008584851752618382,426,42,1.0,0.23239436619718312,GDD
