ticker,group,event,horizon,car,beta
ACGL,cat-exposed,Wilma_2005,2 weeks,0.06481946452902054,0.4129964427742593
ACGL,cat-exposed,Ike_2008,2 weeks,0.09515513104399521,0.6623156917451245
ACGL,cat-exposed,Sandy_2012,2 weeks,-0.024869874875798115,0.5897156902043253
ACGL,cat-exposed,Harvey_2017,2 weeks,-0.03936259742968312,0.5864884831672923
ACGL,cat-exposed,Irma_2017,2 weeks,0.02281679820311202,0.5910198199613931
ACGL,cat-exposed,Maria_2017,2 weeks,0.023651037266006533,0.6003131348943856
ACGL,cat-exposed,Michael_2018,2 weeks,-0.03828642177997249,0.5070828368469515
ACGL,cat-exposed,Laura_2020,2 weeks,0.058509245280465014,1.3720236229803067
ACGL,cat-exposed,Ida_2021,2 weeks,-0.03650419972060048,0.9166411858623267
ACGL,cat-exposed,Ian_2022,2 weeks,0.08498814827415122,0.6442750181751924
ACGL,cat-exposed,Helene_2024,2 weeks,-0.007968903717490799,0.2260319638225031
ACGL,cat-exposed,Milton_2024,2 weeks,-0.036357422754234425,0.22310390323562754
ACGL,cat-exposed,Katrina_2005,1 month,0.029984934136059516,0.5001380222844313
ACGL,cat-exposed,Rita_2005,1 month,0.022779532756075364,0.516959362850937
ACGL,cat-exposed,Wilma_2005,1 month,0.10423841651570807,0.4129964427742593
ACGL,cat-exposed,Ike_2008,1 month,0.08078348632251992,0.6623156917451245
ACGL,cat-exposed,Sandy_2012,1 month,0.002287253351470234,0.5897156902043253
ACGL,cat-exposed,Harvey_2017,1 month,-0.019203962392492887,0.5864884831672923
ACGL,cat-exposed,Irma_2017,1 month,0.018557376406749627,0.5910198199613931
ACGL,cat-exposed,Maria_2017,1 month,0.011226859500548731,0.6003131348943856
ACGL,cat-exposed,Michael_2018,1 month,-0.002082686757877928,0.5070828368469515
ACGL,cat-exposed,Laura_2020,1 month,-0.0030284972946942896,1.3720236229803067
ACGL,cat-exposed,Ida_2021,1 month,-0.05053349214788709,0.9166411858623267
ACGL,cat-exposed,Ian_2022,1 month,0.08380529210033409,0.6442750181751924
ACGL,cat-exposed,Helene_2024,1 month,-0.0720022707359354,0.2260319638225031
ACGL,cat-exposed,Milton_2024,1 month,-0.10910093995897059,0.22310390323562754
ACGL,cat-exposed,Katrina_2005,3 months,0.12585936156734062,0.5001380222844313
ACGL,cat-exposed,Rita_2005,3 months,0.0785945604632834,0.516959362850937
ACGL,cat-exposed,Wilma_2005,3 months,0.06947752838011106,0.4129964427742593
ACGL,cat-exposed,Ike_2008,3 months,0.17409076632376497,0.6623156917451245
